序号,招聘平台,岗位类型一级,岗位类型二级,岗位名称,岗位类型企业/公务员/事业单位/军队文职,公司名称,公司规模,所在省份,城市,详细地址,学历要求,经验要求,薪资范围,福利标签,工作内容,任职要求,岗位链接,发布时间,投递起始时间,投递截止时间,证书要求,备注（技能要求）
156773,猎聘,能源/化工/环保,化学,研发工程师,猎头职位,某国内食品/饮料/酒水公司,100-499人,,佛山,长沙,统招本科,经验不限,20-30k,,,,https://www.liepin.com/a/74593073.shtml,20260608104427,,,,
156774,猎聘,能源/化工/环保,化学,陶瓷-金属钎焊工程师（资深）,猎头职位,某国内知名非金属矿物制品公司,1000-2000人,,佛山,娄底,本科,5-10年,18-28k·13薪,,,,https://www.liepin.com/a/75695707.shtml,20260528205310,,,,
156775,猎聘,能源/化工/环保,化学, 热管理工程师,猎头职位,某长沙电力/热力/燃气/水务公司,,,佛山,长沙,硕士,5-10年,25-30k,,,,https://www.liepin.com/a/75989201.shtml,20260524232424,,,,
156776,猎聘,能源/化工/环保,化学,项目研发负责人,猎头职位,某上海专业技术服务公司,100-499人,,佛山,长沙,本科,3-5年,10-15k,,,,https://www.liepin.com/a/74099621.shtml,20260331180418,,,,
156777,猎聘,能源/化工/环保,化学,小核酸高级科学家,猎头职位,某国内制药公司,100-499人,,佛山,株洲,博士,3-5年,50-70k,,,,https://www.liepin.com/a/75642105.shtml,20260609101448,,,,
156778,猎聘,能源/化工/环保,化学,初高中学科类教师,猎头职位,某长沙在线教育公司,50-99人,,佛山,长沙,本科,1-3年,5-10k,,,,https://www.liepin.com/a/73920215.shtml,20260401144117,,,,
156779,猎聘,能源/化工/环保,化学,外延工艺工程师,猎头职位,某北京电子/半导体/集成电路公司,,,佛山,长沙-天心区,学历不限,3年以上,25-40k·16薪,,,,https://www.liepin.com/a/74181925.shtml,20260427151045,,,,
156780,猎聘,能源/化工/环保,化学,株洲分公司质量部部长,猎头职位,某北京大型整车制造公司,1000-2000人,,佛山,株洲,统招本科,5-10年,21-29k·14薪,,,,https://www.liepin.com/a/74945389.shtml,20260514110944,,,,
156781,猎聘,能源/化工/环保,化学,QC 主任（副经理/经理）,猎头职位,某成都制药上市公司,1000-2000人,,佛山,岳阳,统招本科,经验不限,10-15k,,,,https://www.liepin.com/a/75204933.shtml,20260506084722,,,,
156782,猎聘,能源/化工/环保,化学,微生物研发工程师,猎头职位,某长沙科技推广服务公司,100-499人,,佛山,岳阳-汨罗,本科,经验不限,6-11k,,,,https://www.liepin.com/a/73717667.shtml,20260323112614,,,,
156783,猎聘,能源/化工/环保,化学,挤出成型工程师（资深）,猎头职位,某国内知名非金属矿物制品公司,1000-2000人,,佛山,娄底,统招本科,10年以上,18-30k·13薪,,,,https://www.liepin.com/a/75738651.shtml,20260518193156,,,,
156784,猎聘,能源/化工/环保,化学,学科带头人,猎头职位,某长沙培训服务公司,50-99人,,佛山,长沙-长沙县,统招本科,1-3年,22-23k,,,,https://www.liepin.com/a/74612733.shtml,20260414163853,,,,
156785,猎聘,能源/化工/环保,化学,等离子体仿真工程师（干法刻蚀设备）,猎头职位,某知名公司,50-99人,,佛山,长沙,硕士,5-10年,20-40k,,,,https://www.liepin.com/a/74547457.shtml,20260507090503,,,,
156786,猎聘,能源/化工/环保,化学,资深产品经理,猎头职位,某长沙医疗器械上市公司,2000-5000人,,佛山,长沙,本科,3-5年,20-25k·15薪,,,,https://www.liepin.com/a/73581155.shtml,20260319102208,,,,
156787,猎聘,能源/化工/环保,化学,动力电池 PACK 研发负责人,猎头职位,某大型知名机械/设备公司,10000人以上,,佛山,长沙,统招本科,10年以上,55-85k·18薪,,,,https://www.liepin.com/a/76452413.shtml,20260609112303,,,,
156788,猎聘,能源/化工/环保,化学,压力容器主任设计师,猎头职位,某长沙医疗器械公司,100-499人,,佛山,长沙,本科,5-10年,17-20k,,,,https://www.liepin.com/a/75126553.shtml,20260428095857,,,,
156789,猎聘,能源/化工/环保,化学,工艺工程师 （立式炉、卧式炉）,猎头职位,某长沙大型新能源公司,1000-2000人,,佛山,长沙,学历不限,5-10年,20-35k·14薪,,,,https://www.liepin.com/a/73590625.shtml,20260319120842,,,,
156790,猎聘,能源/化工/环保,化学,压机和模具调试工程师（资深）,猎头职位,某国内知名非金属矿物制品公司,1000-2000人,,佛山,娄底,大专,经验不限,18-25k·13薪,,,,https://www.liepin.com/a/75982833.shtml,20260524084120,,,,
156791,猎聘,能源/化工/环保,化学,热管理工程师,猎头职位,某知名公司,500-999人,,佛山,长沙,学历不限,3-5年,18-23k·15薪,,,,https://www.liepin.com/a/75357675.shtml,20260507150309,,,,
156792,猎聘,能源/化工/环保,化学,"质量经理(GQ,六险二金正式合同，base株洲，约面快）",猎头职位,某国内整车制造公司,,,佛山,株洲,统招本科,5-10年,20-30k,,,,https://www.liepin.com/a/74840911.shtml,20260420160521,,,,
156793,猎聘,能源/化工/环保,化学,模块设计工程师,猎头职位,某国内知名公司,5000-10000人,,佛山,长沙-长沙县,学历不限,5-10年,16-25k,,,,https://www.liepin.com/a/75867649.shtml,20260609093929,,,,
156794,猎聘,能源/化工/环保,化学,热管理工程师,猎头职位,某长沙机械/设备上市公司,10000人以上,,佛山,长沙-望城区,硕士,5-10年,20-40k·15薪,,,,https://www.liepin.com/a/75142023.shtml,20260609134716,,,,
156795,猎聘,能源/化工/环保,化学,应用技术工程师,猎头职位,某国内知名公司,100-499人,,佛山,长沙,统招本科,6年以上,12-20k,,,,https://www.liepin.com/a/73641013.shtml,20260605101234,,,,
156796,猎聘,能源/化工/环保,化学,工艺工程师 （立式炉、卧式炉）,猎头职位,某长沙大型新能源公司,1000-2000人,,佛山,长沙,学历不限,5-10年,20-35k·14薪,,,,https://www.liepin.com/a/73590619.shtml,20260319120824,,,,
156797,猎聘,能源/化工/环保,化学,质量保障部部长,猎头职位,某长沙大型制药公司,1000-2000人,,佛山,长沙,学历不限,5-10年,20-25k,,,,https://www.liepin.com/a/73394977.shtml,20260315213825,,,,
156798,猎聘,能源/化工/环保,化学,副总经理,猎头职位,某长沙大型电子/半导体/集成电路公司,500-999人,,佛山,长沙-长沙县,本科,10年以上,40-50k,,,,https://www.liepin.com/a/73006143.shtml,20260405123411,,,,
156799,猎聘,能源/化工/环保,化学,模拟芯片设计工程师,猎头职位,某国内新能源公司,5000-10000人,,佛山,株洲,统招本科,2年以上,16-30k·16薪,,,,https://www.liepin.com/a/71490871.shtml,20260325142806,,,,
156800,猎聘,能源/化工/环保,化学,工艺工程师-检测方向,猎头职位,某长沙计算机软件公司,1-49人,,佛山,长沙-开福区,本科,经验不限,7-11k,,,,https://www.liepin.com/a/74565259.shtml,20260413145948,,,,
156801,猎聘,能源/化工/环保,化学,薄膜电容研发总监,猎头职位,某国内电子/半导体/集成电路上市公司,5000-10000人,,佛山,长沙,统招本科,10年以上,40-60k·13薪,,,,https://www.liepin.com/a/74231285.shtml,20260403102401,,,,
156802,猎聘,能源/化工/环保,化学,汽车热管理工程师,猎头职位,某知名机械/机电/重工上市公司,10000人以上,,佛山,长沙,统招本科,3年以上,24-30k·15薪,,,,https://www.liepin.com/a/74690283.shtml,20260415174412,,,,
156803,猎聘,能源/化工/环保,化学,固体制剂工业专家,猎头职位,某知名公司,50-99人,,佛山,长沙-宁乡,学历不限,5-10年,17-25k·13薪,,,,https://www.liepin.com/a/74194301.shtml,20260402143617,,,,
156804,猎聘,能源/化工/环保,化学,质量副总经理,猎头职位,某长沙大型制药公司,1000-2000人,,佛山,长沙,硕士,10年以上,60-80k,,,,https://www.liepin.com/a/73395041.shtml,20260315214039,,,,
156805,猎聘,能源/化工/环保,化学,技术服务工程师（株洲),猎头职位,某上海大型化工公司,2000-5000人,,佛山,株洲,学历不限,2年以上,9-14k,,,,https://www.liepin.com/a/75148913.shtml,20260428151552,,,,
156806,猎聘,能源/化工/环保,化学,研发工程师,猎头职位,某知名公司,10000人以上,,佛山,湘潭,学历不限,5-10年,15-25k·13薪,,,,https://www.liepin.com/a/74670249.shtml,20260415135749,,,,
156807,猎聘,能源/化工/环保,化学,工艺技术部经理（电子陶瓷）,猎头职位,某国内金属制品公司,100-499人,,佛山,娄底,本科,3-5年,12-20k,,,,https://www.liepin.com/a/75058957.shtml,20260609143343,,,,
156808,猎聘,能源/化工/环保,化学,陶瓷基板工艺负责人,猎头职位,某苏州大型电子/半导体/集成电路公司,500-999人,,佛山,长沙,统招本科,经验不限,30-50k,,,,https://www.liepin.com/a/75800045.shtml,20260519092552,,,,
156809,猎聘,能源/化工/环保,化学,质量部部长（GQ正式合同，六险二金，pack相关，提供食宿）,猎头职位,某国内整车制造公司,,,佛山,株洲,统招本科,5-10年,25-30k,,,,https://www.liepin.com/a/74890231.shtml,20260421151231,,,,
156810,猎聘,能源/化工/环保,化学,QC 主任（副经理/经理）,猎头职位,某大型知名制药公司,10000人以上,,佛山,岳阳,统招本科,3-5年,15-30k,,,,https://www.liepin.com/a/75206913.shtml,20260609134123,,,,
156811,猎聘,能源/化工/环保,化学,刻蚀工艺工程师,猎头职位,某知名公司,,,佛山,长沙,统招本科,10年以上,30-50k,,,,https://www.liepin.com/a/75745153.shtml,20260609145026,,,,
156812,猎聘,能源/化工/环保,化学,染色技术经理（花边）,猎头职位,某国内人力资源服务公司,1-49人,,佛山,常德,本科,5-10年,25-30k,,,,https://www.liepin.com/a/75865287.shtml,20260609084114,,,,
156813,猎聘,能源/化工/环保,化学,高级刻蚀专家,猎头职位,某知名公司,,,佛山,长沙,学历不限,10年以上,90-120k,,,,https://www.liepin.com/a/75713581.shtml,20260609145026,,,,
156814,猎聘,能源/化工/环保,化学,资深产品经理,猎头职位,某长沙医疗器械上市公司,2000-5000人,,佛山,长沙,本科,5年以上,25-35k·15薪,,,,https://www.liepin.com/a/73875767.shtml,20260325145437,,,,
156815,猎聘,能源/化工/环保,化学,医药QC 主任（副经理/经理级）,猎头职位,某成都制药上市公司,10000人以上,,佛山,岳阳,本科,5-10年,18-35k,,,,https://www.liepin.com/a/75727767.shtml,20260609100204,,,,
156816,猎聘,能源/化工/环保,化学,结构工程师,猎头职位,某长沙贸易进出口公司,100-499人,,佛山,长沙,大专,5-10年,20-40k,,,,https://www.liepin.com/a/76471747.shtml,20260608104723,,,,
156817,猎聘,能源/化工/环保,化学,模块负责人： Large Batch,猎头职位,某知名公司,1000-2000人,,佛山,长沙,本科,10年以上,80-110k·14薪,,,,https://www.liepin.com/a/75281089.shtml,20260609060805,,,,
156818,猎聘,能源/化工/环保,化学,电芯材料设计工程师,猎头职位,某国内大型机械/设备公司,5000-10000人,,佛山,株洲,硕士,5-10年,20-25k,,,,https://www.liepin.com/a/75005399.shtml,20260601162936,,,,
156819,猎聘,能源/化工/环保,化学,学科带头人,猎头职位,某长沙在线教育公司,50-99人,,佛山,长沙,本科,5-10年,10-13k,,,,https://www.liepin.com/a/73923827.shtml,20260401144156,,,,
156820,猎聘,能源/化工/环保,化学,检测员（化学检测/物理检测）,企业职位,中研股份,100-499人,,宁波,长春-绿园区,大专,3-5年,5-7k,,,,https://www.liepin.com/job/1982469113.shtml,20260512161706,,,,
156821,猎聘,能源/化工/环保,化学,化学工艺工程师,企业职位,长春海谱润斯科技股份有限公司,100-499人,,宁波,长春-高新区,本科,经验不限,6-13k,,,,https://www.liepin.com/job/1980137825.shtml,20260521095015,,,,
156822,猎聘,能源/化工/环保,化学,化学分析员,企业职位,广州万炙传媒有限公司,100-499人,,宁波,长春-高新区,本科,经验不限,8-12k·13薪,,,,https://www.liepin.com/job/1983161625.shtml,20260609083004,,,,
156823,猎聘,能源/化工/环保,化学,化学分析员,企业职位,长春黄金研究院有限公司,100-499人,,宁波,长春-高新区,大专,3年以上,5-8k,,,,https://www.liepin.com/job/1981323149.shtml,20260404092859,,,,
156824,猎聘,能源/化工/环保,化学,研发主管-博士高分子、化学相关专业,企业职位,长春永固科技有限公司,50-99人,,宁波,长春-宽城区,博士,经验不限,16-30k·13薪,,,,https://www.liepin.com/job/1960600233.shtml,20250722162033,,,,
156825,猎聘,能源/化工/环保,化学,化学分析工程师,企业职位,吉林中科研伸科技有限公司,100-499人,,宁波,长春-高新区,统招本科,1-3年,6-10k,,,,https://www.liepin.com/job/1947493135.shtml,20220225171309,,,,
156826,猎聘,能源/化工/环保,化学,化学实验研究员,企业职位,吉林中科研伸科技有限公司,100-499人,,宁波,长春-高新区,统招本科,1-3年,5-7k,,,,https://www.liepin.com/job/1946884427.shtml,20220224170518,,,,
156827,猎聘,能源/化工/环保,化学,研发工程师（高分子化学与物理）,企业职位,长春圣博玛生物材料有限公司,100-499人,,宁波,长春,硕士,3-5年,8-15k,,,,https://www.liepin.com/job/1975880703.shtml,20260427163148,,,,
156828,猎聘,能源/化工/环保,化学,研发员—高分子、化学专业,企业职位,长春永固科技有限公司,50-99人,,宁波,长春,硕士,经验不限,6-10k,,,,https://www.liepin.com/job/1954132741.shtml,20241216155733,,,,
156829,猎聘,能源/化工/环保,化学,数学，物理，化学双语教师,企业职位,长春市加华教育培训学校有限公司,1-49人,,宁波,长春,本科,经验不限,3-5k,,,,https://www.liepin.com/job/1934446635.shtml,20201218223822,,,,
156830,猎聘,能源/化工/环保,化学,初中数学物理化学教师,企业职位,辽源市兴瑞嘉教育培训中心有限公司,50-99人,,宁波,辽源,本科,经验不限,10-15k,,,,https://www.liepin.com/job/1928835849.shtml,20200602104841,,,,
156831,猎聘,能源/化工/环保,化学,高中数学/物理/化学/生物老师（包住宿）,企业职位,敦化市诚硕教育有限公司,1-49人,,宁波,延边,本科,经验不限,10-15k,,,,https://www.liepin.com/job/1936983867.shtml,20210312172240,,,,
156832,猎聘,能源/化工/环保,化学,化学、生物教研员,企业职位,吉林省九门状元科技信息集团有限公司,50-99人,,宁波,长春,本科,1-3年,4-5k,,,,https://www.liepin.com/job/1969465301.shtml,20240903113321,,,,
156833,猎聘,能源/化工/环保,化学,前瞻技术专业设计师-固态电池开发,企业职位,某国内大型整车制造公司,10000人以上,,宁波,长春,本科,5-10年,20-35k,,,,https://www.liepin.com/a/74341131.shtml,20260608145506,,,,
156834,猎聘,能源/化工/环保,化学,采购工程师,企业职位,长春汉高表面技术有限公司,100-499人,,宁波,长春-朝阳区,统招本科,3-5年,7-8k·13薪,,,,https://www.liepin.com/job/1983062963.shtml,20260602113336,,,,
156835,猎聘,能源/化工/环保,化学,大客户销售（医药/医疗器械第三方检测）,企业职位,微谱,1000-2000人,,宁波,长春-朝阳区,大专,经验不限,10-15k·13薪,,,,https://www.liepin.com/job/1968904207.shtml,20260109175802,,,,
156836,猎聘,能源/化工/环保,化学,汽车项目经理,企业职位,某国内汽车零部件及配件公司,100-499人,,宁波,长春,本科,1-3年,10-14k,,,,https://www.liepin.com/a/75624723.shtml,20260513151817,,,,
156837,猎聘,能源/化工/环保,化学,电解质材料开发,企业职位,某国内大型整车制造公司,10000人以上,,宁波,长春,统招本科,3年以上,35-60k,,,,https://www.liepin.com/a/74920313.shtml,20260514161015,,,,
156838,猎聘,能源/化工/环保,化学,高分子材料研发工程师,企业职位,某国内整车制造公司,100-499人,,宁波,长春,本科,3-5年,13-17k·18薪,,,,https://www.liepin.com/a/73852629.shtml,20260601141005,,,,
156839,猎聘,能源/化工/环保,化学,销售工程师,企业职位,艾特森,1-49人,,宁波,长春-净月区,大专,经验不限,7-15k,,,,https://www.liepin.com/job/1982987163.shtml,20260529175310,,,,
156840,猎聘,能源/化工/环保,化学,（央企）小核酸药物开发负责人,企业职位,某国内大型制药公司,1000-2000人,,宁波,长春,博士,1-3年,25-35k,,,,https://www.liepin.com/a/75582043.shtml,20260516105843,,,,
156841,猎聘,能源/化工/环保,化学,技术型销售工程师-长春,企业职位,北京青莲百奥生物科技有限公司,100-499人,,宁波,长春-宽城区,硕士,1-3年,10-20k,,,,https://www.liepin.com/job/1982868793.shtml,20260526133459,,,,
156842,猎聘,能源/化工/环保,化学,生产经理,企业职位,中研股份,100-499人,,宁波,长春-绿园区,本科,5年以上,7-10k,,,,https://www.liepin.com/job/1982481769.shtml,20260513085335,,,,
156843,猎聘,能源/化工/环保,化学,制剂开发负责人,企业职位,某国内大型制药公司,1000-2000人,,宁波,长春,博士,5-10年,70-80k,,,,https://www.liepin.com/a/74481217.shtml,20260604102003,,,,
156844,猎聘,能源/化工/环保,化学,QA经理,企业职位,某国内制药公司,100-499人,,宁波,通化-梅河口,本科,5年以上,35-40k,,,,https://www.liepin.com/a/75457945.shtml,20260609081707,,,,
156845,猎聘,能源/化工/环保,化学,大客户销售-神经介入-长春,企业职位,某知名公司,50-99人,,宁波,长春,本科,3-5年,18-23k,,,,https://www.liepin.com/a/75793915.shtml,20260608084228,,,,
156846,猎聘,能源/化工/环保,化学,公用工程主管,企业职位,某大型知名制药公司,5000-10000人,,宁波,延边,本科,5-10年,20-30k·14薪,,,,https://www.liepin.com/a/74234205.shtml,20260609095342,,,,
156847,猎聘,能源/化工/环保,化学,QA经理,企业职位,某国内制药公司,100-499人,,宁波,通化-梅河口,本科,5年以上,24-40k,,,,https://www.liepin.com/a/75688513.shtml,20260514175015,,,,
156848,猎聘,能源/化工/环保,化学,高中教师450一课时起,企业职位,长春市朝阳区三智人才培训学校,50-99人,,宁波,长春-朝阳区,本科,5-10年,12-17k·13薪,,,,https://www.liepin.com/job/1979018813.shtml,20260529103604,,,,
156849,猎聘,能源/化工/环保,化学,（央企）制剂开发负责人,企业职位,某国内大型制药公司,1000-2000人,,宁波,长春,博士,经验不限,25-35k,,,,https://www.liepin.com/a/72805259.shtml,20260516105808,,,,
156850,猎聘,能源/化工/环保,化学,QA经理（生物制药）,企业职位,某国内制药公司,100-499人,,宁波,通化,本科,5-10年,20-30k,,,,https://www.liepin.com/a/75585543.shtml,20260520172501,,,,
156851,猎聘,能源/化工/环保,化学,检测设备工程师（非标自动化）,企业职位,某国内环保公司,100-499人,,宁波,长春,硕士,5-10年,20-30k,,,,https://www.liepin.com/a/74449881.shtml,20260526122816,,,,
156852,猎聘,能源/化工/环保,化学,客户质量工程师,企业职位,某国内大型汽车零部件及配件公司,100-499人,,宁波,长春,学历不限,4年以上,10-15k·13薪,,,,https://www.liepin.com/a/73712979.shtml,20260323105154,,,,
156853,猎聘,能源/化工/环保,化学,QA经理,企业职位,某国内制药公司,100-499人,,宁波,通化-梅河口,统招本科,5-10年,30-40k,,,,https://www.liepin.com/a/76221469.shtml,20260529193958,,,,
156854,猎聘,能源/化工/环保,化学,五险一金/双休/高薪生物产品经理,企业职位,长春德兴泉兴业商贸有限公司,1-49人,,宁波,长春-南关区,统招本科,经验不限,6-12k,,,,https://www.liepin.com/job/1955960987.shtml,20260608095145,,,,
156855,猎聘,能源/化工/环保,化学,质量控制高级总监,企业职位,某知名制药上市公司,5000-10000人,,宁波,延边-敦化,本科,10年以上,35-55k·15薪,,,,https://www.liepin.com/a/74180195.shtml,20260609100336,,,,
156856,猎聘,能源/化工/环保,化学,小核酸药物开发负责人,企业职位,某知名公司,10000人以上,,宁波,长春,博士,1-3年,50-80k,,,,https://www.liepin.com/a/75145255.shtml,20260428143504,,,,
156857,猎聘,能源/化工/环保,化学,光学工程师（需做过光谱仪）,企业职位,某国内医疗器械公司,50-99人,,宁波,长春,硕士,1-3年,15-28k,,,,https://www.liepin.com/a/75123193.shtml,20260609180655,,,,
156858,猎聘,能源/化工/环保,化学,理论计算工程师,企业职位,长春海谱润斯科技股份有限公司,100-499人,,宁波,长春,硕士,1年以上,7-14k,,,,https://www.liepin.com/job/1976006801.shtml,20260407172013,,,,
156859,猎聘,能源/化工/环保,化学,质量控制高级总监,企业职位,某知名制药上市公司,5000-10000人,,宁波,延边-敦化,本科,10年以上,35-55k·15薪,,,,https://www.liepin.com/a/74182111.shtml,20260609100335,,,,
156860,猎聘,能源/化工/环保,化学,前瞻技术专业设计师-固态电池开发（材料数智化开发方向）,企业职位,某国内大型整车制造公司,10000人以上,,宁波,长春-绿园区,硕士,3年以上,15-30k,,,,https://www.liepin.com/a/74097709.shtml,20260609111525,,,,
156861,猎聘,能源/化工/环保,化学,大客户销售（高校科研）,企业职位,欧世盛科技,100-499人,,宁波,长春-南关区,本科,5-10年,8-13k,,,,https://www.liepin.com/job/1982844483.shtml,20260609134023,,,,
156862,猎聘,能源/化工/环保,化学,制药设备验证专家,企业职位,楚天华通技术有限公司,1000-2000人,,宁波,长春-九台区,本科,5年以上,15-25k,,,,https://www.liepin.com/job/1980795297.shtml,20260310140221,,,,
156863,猎聘,能源/化工/环保,化学,API中试车间负责人,企业职位,某国内大型制药公司,5000-10000人,,宁波,长春,本科,10年以上,40-60k,,,,https://www.liepin.com/a/72623287.shtml,20260609101842,,,,
156864,猎聘,能源/化工/环保,化学,智能检测装备研发工程师,企业职位,某国内环保公司,100-499人,,宁波,长春,硕士,5-10年,15-25k,,,,https://www.liepin.com/a/75758607.shtml,20260609102117,,,,
156865,猎聘,能源/化工/环保,化学,肥料研发总监,企业职位,科乐农有机肥,50-99人,,宁波,吉林市-舒兰,硕士,8年以上,20-25k,,,,https://www.liepin.com/job/1983120509.shtml,20260603165855,,,,
156866,猎聘,能源/化工/环保,化学,精益工程师,企业职位,中研股份,100-499人,,宁波,长春-绿园区,统招本科,5-10年,20-30k,,,,https://www.liepin.com/job/1978435647.shtml,20251201143803,,,,
156867,猎聘,能源/化工/环保,化学,质量控制QC主管,企业职位,凯莱英医药集团(天津)股份有限公司,5000-10000人,,宁波,延边-敦化,本科,3-5年,10-20k,,,,https://www.liepin.com/job/1979387473.shtml,20260515171856,,,,
156868,猎聘,能源/化工/环保,化学,光学工程师,企业职位,深圳市新凯来技术有限公司,2000-5000人,,宁波,长春-经开区,硕士,2年以上,16-35k·14薪,,,,https://www.liepin.com/job/1979383753.shtml,20260207215410,,,,
156869,猎聘,能源/化工/环保,化学,API中试车间负责人,企业职位,某国内大型制药公司,5000-10000人,,宁波,延边-敦化,学历不限,10年以上,30-40k·14薪,,,,https://www.liepin.com/a/75423431.shtml,20260604091302,,,,
156870,猎聘,能源/化工/环保,化学,（央企）小核酸药物开发负责人,企业职位,某国内大型制药公司,1000-2000人,,宁波,长春,博士,1-3年,25-35k,,,,https://www.liepin.com/a/72252157.shtml,20260609081817,,,,
156871,猎聘,能源/化工/环保,化学,产品销售工程师,企业职位,长春德兴泉兴业商贸有限公司,1-49人,,宁波,长春-南关区,统招本科,经验不限,4-8k,,,,https://www.liepin.com/job/1952325599.shtml,20260608095145,,,,
156872,猎聘,能源/化工/环保,化学,有机合成研发储备干部,企业职位,长春海谱润斯科技股份有限公司,100-499人,,宁波,长春-高新区,博士,经验不限,15-20k,,,,https://www.liepin.com/job/1980358855.shtml,20260313162402,,,,
156873,猎聘,能源/化工/环保,化学,制剂研究开发负责人,企业职位,某国内大型制药公司,1000-2000人,,宁波,长春,博士,1-3年,18-30k·13薪,,,,https://www.liepin.com/a/74560369.shtml,20260609101042,,,,
156874,猎聘,能源/化工/环保,化学,前瞻技术专业设计师-固态电池开发（材料数智化开发方向）,企业职位,某汽车公司,,,宁波,长春,统招本科,3-5年,35-50k·16薪,,,,https://www.liepin.com/a/74327665.shtml,20260514143009,,,,
156875,猎聘,能源/化工/环保,化学,QA负责人,企业职位,某国内制药公司,100-499人,,宁波,通化-梅河口,学历不限,10年以上,25-30k·14薪,,,,https://www.liepin.com/a/76202623.shtml,20260529134223,,,,
156876,猎聘,能源/化工/环保,化学,CVD工艺工程师,企业职位,长光正圆,100-499人,,宁波,长春-经开区,统招本科,3年以上,9-12k·14薪,,,,https://www.liepin.com/job/1958368675.shtml,20260604090822,,,,
156877,猎聘,能源/化工/环保,化学,研发工程师,企业职位,某三类植入医疗器械公司,100-499人,,宁波,长春,博士,1-3年,18-25k·14薪,,,,https://www.liepin.com/a/75521755.shtml,20260511151532,,,,
156878,猎聘,能源/化工/环保,化学,质量经理（无菌制剂 生物药+化药代生产）,企业职位,某国内制药公司,100-499人,,宁波,通化-梅河口,统招本科,5-10年,20-30k,,,,https://www.liepin.com/a/75339475.shtml,20260507105513,,,,
156879,猎聘,能源/化工/环保,化学,培训师/讲师,企业职位,某国内大型医疗机构公司,5000-10000人,,宁波,吉林市,博士,经验不限,23-40k,,,,https://www.liepin.com/a/76231209.shtml,20260531100649,,,,
156880,猎聘,能源/化工/环保,化学,质量负责人（大健康食品）,企业职位,某国内新零售公司,1-49人,,宁波,白山,学历不限,5-10年,15-25k,,,,https://www.liepin.com/a/76404003.shtml,20260604114239,,,,
156881,猎聘,能源/化工/环保,化学,固态电池开发（电解质/正负极/电芯/模组工艺）,企业职位,某汽车公司,,,宁波,长春,统招本科,3-5年,35-65k,,,,https://www.liepin.com/a/73882541.shtml,20260525084929,,,,
156882,猎聘,能源/化工/环保,化学,光学工程师,企业职位,辰英科技,50-99人,,宁波,长春-经开区,硕士,3-5年,12-24k,,,,https://www.liepin.com/job/1968569805.shtml,20260528152034,,,,
156883,猎聘,能源/化工/环保,化学,高中网课在线教师,企业职位,南阳精准翻译服务有限公司,50-99人,,宁波,长春-高新区,统招本科,10年以上,8-15k,,,,https://www.liepin.com/job/1971273277.shtml,20260608064843,,,,
156884,猎聘,能源/化工/环保,化学,博士,企业职位,长春圣博玛生物材料有限公司,100-499人,,宁波,长春,博士,经验不限,15-30k,,,,https://www.liepin.com/job/1960827295.shtml,20260319144338,,,,
156885,猎聘,能源/化工/环保,化学,五险一金/双休/高薪产品销售工程师,企业职位,长春德兴泉兴业商贸有限公司,1-49人,,宁波,长春-南关区,统招本科,经验不限,4-8k,,,,https://www.liepin.com/job/1955962275.shtml,20260608095145,,,,
156886,猎聘,能源/化工/环保,化学,生物大分子药物制剂负责人 / 制剂研发专家,企业职位,某知名公司,10000人以上,,宁波,长春,博士,1-3年,70-75k,,,,https://www.liepin.com/a/75144159.shtml,20260428142219,,,,
156887,猎聘,能源/化工/环保,化学,分析经理,企业职位,吉林省吴太医药集团有限公司,5000-10000人,,宁波,长春,本科,5年以上,6-15k,,,,https://www.liepin.com/job/1982491333.shtml,20260513111701,,,,
156888,猎聘,能源/化工/环保,化学,高分子材料研发工程师,企业职位,长春安旨科技有限公司,100-499人,,宁波,长春-朝阳区,硕士,经验不限,19-30k,,,,https://www.liepin.com/job/1962444409.shtml,20260605114219,,,,
156889,猎聘,能源/化工/环保,化学,执行总监,企业职位,某知名公司,100-499人,,宁波,延边-敦化,统招本科,10年以上,60-75k,,,,https://www.liepin.com/a/74145265.shtml,20260401163941,,,,
156890,猎聘,能源/化工/环保,化学,研发工程师（水凝胶方向）,企业职位,长春圣博玛生物材料有限公司,100-499人,,宁波,长春-高新区,硕士,3-5年,8-12k,,,,https://www.liepin.com/job/1979358449.shtml,20251224170118,,,,
156891,猎聘,能源/化工/环保,化学,医学经理,企业职位,长春圣博玛生物材料有限公司,100-499人,,宁波,长春,博士,经验不限,20-30k·13薪,,,,https://www.liepin.com/job/1958056487.shtml,20230523105404,,,,
156892,猎聘,能源/化工/环保,化学,公用工程主管,企业职位,某国内知名制药公司,5000-10000人,,宁波,延边-敦化,本科,5-10年,22-27k,,,,https://www.liepin.com/a/74182713.shtml,20260402113330,,,,
156893,猎聘,能源/化工/环保,化学,安环工程师,企业职位,中研股份,100-499人,,宁波,四平-铁西区,大专,3-5年,7-13k,,,,https://www.liepin.com/job/1980840285.shtml,20260522085725,,,,
156894,猎聘,能源/化工/环保,化学,(央企）制剂开发负责人,企业职位,某国内大型制药公司,1000-2000人,,宁波,长春,博士,经验不限,25-35k,,,,https://www.liepin.com/a/71924949.shtml,20260609081817,,,,
156895,猎聘,能源/化工/环保,化学,技术服务工程师,企业职位,长春永固科技有限公司,50-99人,,宁波,长春-高新区,硕士,2年以上,8-15k·13薪,,,,https://www.liepin.com/job/1982536257.shtml,20260514144013,,,,
