序号,招聘平台,岗位类型一级,岗位类型二级,岗位名称,岗位类型企业/公务员/事业单位/军队文职,公司名称,公司规模,所在省份,城市,详细地址,学历要求,经验要求,薪资范围,福利标签,工作内容,任职要求,岗位链接,发布时间,投递起始时间,投递截止时间,证书要求,备注（技能要求）
155318,猎聘,能源/化工/环保,化学,QA质量经理,企业职位,海南泰迪医药有限公司,100-499人,,长沙,海口-秀英区,本科,5年以上,7-10k,,,,https://www.liepin.com/job/1983021909.shtml,20260604090200,,,,
155319,猎聘,能源/化工/环保,化学,基地总经理,企业职位,某国内大型制药公司,5000-10000人,,长沙,海口,本科,10年以上,25-35k,,,,https://www.liepin.com/a/75765419.shtml,20260609101532,,,,
155320,猎聘,能源/化工/环保,化学,样品管理员,企业职位,三亚智投国际咨询服务有限公司,100-499人,,长沙,三亚-崖州区,本科,2年以上,6-8k,,,,https://www.liepin.com/job/1981598999.shtml,20260409093844,,,,
155321,猎聘,能源/化工/环保,化学,初中生、化、物、地、历、道法老师/教研员,企业职位,某国内大型学校教育公司,500-999人,,长沙,儋州,本科,10年以上,10-11k,,,,https://www.liepin.com/a/74998769.shtml,20260423162058,,,,
155322,猎聘,能源/化工/环保,化学,药物分析高级总监(J10567),企业职位,齐鲁制药集团,10000人以上,,长沙,海口-秀英区,博士,10年以上,薪资面议,,,,https://www.liepin.com/job/1969947805.shtml,20260417132516,,,,
155323,猎聘,能源/化工/环保,化学,进口药品采购员,企业职位,海南兴科蓉药业有限公司,100-499人,,长沙,海口-秀英区,本科,1-3年,4-6k,,,,https://www.liepin.com/job/1982986319.shtml,20260529151055,,,,
155324,猎聘,能源/化工/环保,化学,高中化学、生物、物理、历史、地理、数学老师/教研员,企业职位,某国内大型学校教育公司,500-999人,,长沙,儋州,学历不限,10年以上,10-11k,,,,https://www.liepin.com/a/74998947.shtml,20260423162318,,,,
155325,猎聘,能源/化工/环保,化学,研发/QC人员,企业职位,海南天壮营养工程有限公司,50-99人,,长沙,海口-秀英区,硕士,经验不限,5-7k,,,,https://www.liepin.com/job/1982372895.shtml,20260509103217,,,,
155326,猎聘,能源/化工/环保,化学,注射剂研发高级总监(J10565),企业职位,齐鲁制药集团,10000人以上,,长沙,海口-秀英区,博士,10年以上,薪资面议,,,,https://www.liepin.com/job/1969945877.shtml,20260417132516,,,,
155327,猎聘,能源/化工/环保,化学,改良型制剂研发博士(J10566),企业职位,齐鲁制药集团,10000人以上,,长沙,海口-秀英区,博士,5-10年,薪资面议,,,,https://www.liepin.com/job/1969947267.shtml,20260417132516,,,,
155328,猎聘,能源/化工/环保,化学,理化表征分析博士(J10568),企业职位,齐鲁制药集团,10000人以上,,长沙,海口-秀英区,博士,5-10年,薪资面议,,,,https://www.liepin.com/job/1969948071.shtml,20260417132522,,,,
155329,猎聘,能源/化工/环保,化学,销售经理（海南）,企业职位,北京普析通用仪器有限责任公司,5000-10000人,,长沙,海口-秀英区,本科,1年以上,9-14k,,,,https://www.liepin.com/job/1982338353.shtml,20260526102133,,,,
155330,猎聘,能源/化工/环保,化学,口服制剂高级总监(J10564),企业职位,齐鲁制药集团,10000人以上,,长沙,海口-秀英区,博士,10年以上,薪资面议,,,,https://www.liepin.com/job/1969944945.shtml,20260417132516,,,,
155331,猎聘,能源/化工/环保,化学,药厂生产厂长（筹建期）,企业职位,一龄医院管理集团有限公司,1000-2000人,,长沙,琼海,本科,5年以上,15-25k,,,,https://www.liepin.com/job/1981368329.shtml,20260331092130,,,,
155332,猎聘,能源/化工/环保,化学,安全生产综合监督管理岗,企业职位,海南国际商业航天发射有限公司,100-499人,,长沙,文昌,硕士,5年以上,薪资面议,,,,https://www.liepin.com/job/1981082263.shtml,20260319142237,,,,
155333,猎聘,能源/化工/环保,化学,复杂注射剂分析博士(J10569),企业职位,齐鲁制药集团,10000人以上,,长沙,海口-秀英区,博士,5-10年,40-70k,,,,https://www.liepin.com/job/1969948257.shtml,20260417132522,,,,
155334,猎聘,能源/化工/环保,化学,国际研发总监,企业职位,万全医药,1000-2000人,,长沙,海口,本科,5-10年,15-20k,,,,https://www.liepin.com/job/1981365777.shtml,20260330234328,,,,
155335,猎聘,能源/化工/环保,化学,制剂研究,企业职位,齐鲁制药集团,10000人以上,,长沙,海口-秀英区,博士,5-10年,薪资面议,,,,https://www.liepin.com/job/1972071167.shtml,20260417132522,,,,
155336,猎聘,能源/化工/环保,化学,销售主管,企业职位,广州博鹭腾生物科技有限公司,50-99人,,长沙,三亚-崖州区,本科,2年以上,8-16k,,,,https://www.liepin.com/job/1974456401.shtml,20250702142033,,,,
155337,猎聘,能源/化工/环保,化学,业务岗,企业职位,海南国际商业航天发射有限公司,100-499人,,长沙,文昌,硕士,3年以上,薪资面议,,,,https://www.liepin.com/job/1981080783.shtml,20260319140025,,,,
155338,猎聘,能源/化工/环保,化学,品控技术员,企业职位,海南晟延农业投资有限公司,50-99人,,长沙,海口-琼山区,本科,3-5年,4-6k,,,,https://www.liepin.com/job/1961433707.shtml,20260521163109,,,,
155339,猎聘,能源/化工/环保,化学,理化QC,企业职位,倍特药业,5000-10000人,,长沙,海口-秀英区,本科,1-3年,5-8k,,,,https://www.liepin.com/job/1947542993.shtml,20260414130722,,,,
155340,猎聘,能源/化工/环保,化学,材料工程师,企业职位,海南维力医疗科技开发有限公司,100-499人,,长沙,海口-秀英区,本科,1年以上,5-7k·13薪,,,,https://www.liepin.com/job/1975627917.shtml,20260224163826,,,,
155341,猎聘,能源/化工/环保,化学,质量负责人（国际认证方向）,企业职位,倍特药业,5000-10000人,,长沙,海口-秀英区,本科,5-10年,10-20k,,,,https://www.liepin.com/job/1976688679.shtml,20260417161146,,,,
155342,猎聘,能源/化工/环保,化学,客户经理（社招）(J11313),企业职位,圣和药业股份,2000-5000人,,长沙,海口-秀英区,本科,1-3年,10-15k,,,,https://www.liepin.com/job/1964571155.shtml,20241031140120,,,,
155343,猎聘,能源/化工/环保,化学,高中化学教师,企业职位,海南微城未来教育学校,100-499人,,长沙,澄迈县,硕士,经验不限,12-25k·13薪,,,,https://www.liepin.com/job/1970581679.shtml,20260228105427,,,,
155344,猎聘,能源/化工/环保,化学,生产负责人（国际认证方向）,企业职位,倍特药业,5000-10000人,,长沙,海口-秀英区,本科,7年以上,10-20k,,,,https://www.liepin.com/job/1976687113.shtml,20260507161840,,,,
155345,猎聘,能源/化工/环保,化学,医药代表,企业职位,恒瑞医药,10000人以上,,长沙,海口-秀英区,大专,1-3年,12-20k,,,,https://www.liepin.com/job/1979769577.shtml,20260114182319,,,,
155346,猎聘,能源/化工/环保,化学,原料药生产总监,企业职位,海南中和药业股份有限公司,100-499人,,长沙,海口-龙华区,统招本科,5年以上,20-30k,,,,https://www.liepin.com/job/1975910091.shtml,20251013093151,,,,
155347,猎聘,能源/化工/环保,化学,行业分析师,企业职位,上海百福资科技有限公司,50-99人,,长沙,三亚-吉阳区,本科,经验不限,3-8k,,,,https://www.liepin.com/job/1980274293.shtml,20260210145649,,,,
155348,猎聘,能源/化工/环保,化学,高中化学教师,企业职位,海口市琼山区英雅学校,100-499人,,长沙,海口-琼山区,本科,经验不限,6-11k·13薪,,,,https://www.liepin.com/job/1976228601.shtml,20250804113556,,,,
155349,猎聘,能源/化工/环保,化学,投资VP/总监,企业职位,道远资本,1-49人,,长沙,海口-秀英区,本科,经验不限,薪资面议,,,,https://www.liepin.com/job/1974248563.shtml,20260507101358,,,,
155350,猎聘,能源/化工/环保,化学,污水站主任,企业职位,罗牛山,2000-5000人,,长沙,海口-美兰区,大专,3年以上,7-10k,,,,https://www.liepin.com/job/1982041053.shtml,20260423170217,,,,
155351,猎聘,能源/化工/环保,化学,生产经理,企业职位,海南建邦制药科技有限公司,100-499人,,长沙,海口-龙华区,本科,3-5年,11-16k,,,,https://www.liepin.com/job/1979533107.shtml,20260105113805,,,,
155352,猎聘,能源/化工/环保,化学,生产主管（定安）,企业职位,海南建邦制药科技有限公司,100-499人,,长沙,海口-龙华区,本科,3-5年,7-14k,,,,https://www.liepin.com/job/1979533065.shtml,20260105113716,,,,
155353,猎聘,能源/化工/环保,化学,初中科学教师,企业职位,海南微城未来教育学校,100-499人,,长沙,澄迈县,硕士,经验不限,12-25k·13薪,,,,https://www.liepin.com/job/1970581661.shtml,20241101194256,,,,
155354,猎聘,能源/化工/环保,化学,博士/博士后,企业职位,海南建邦制药科技有限公司,100-499人,,长沙,海口-龙华区,博士,经验不限,25-30k,,,,https://www.liepin.com/job/1978081777.shtml,20251029120530,,,,
155355,猎聘,能源/化工/环保,化学,国际注册经理（英语）,企业职位,海南建邦制药科技有限公司,100-499人,,长沙,海口-龙华区,本科,3-5年,10-15k,,,,https://www.liepin.com/job/1979533297.shtml,20260105114118,,,,
155356,猎聘,能源/化工/环保,化学,MES实施顾问,企业职位,某国内大型制药公司,1000-2000人,,长沙,海口,统招本科,5-10年,25-50k,,,,https://www.liepin.com/a/74050189.shtml,20260429121252,,,,
155357,猎聘,能源/化工/环保,化学,MES实施顾问,企业职位,某国内大型制药公司,1000-2000人,,长沙,海口,统招本科,5-10年,25-50k,,,,https://www.liepin.com/a/74050191.shtml,20260429121252,,,,
155358,猎聘,能源/化工/环保,化学,资深电解槽工程师,企业职位,氢海能源(海南)集团有限公司,50-99人,,长沙,澄迈县,本科,3年以上,7-13k,,,,https://www.liepin.com/job/1981920019.shtml,20260424111214,,,,
155359,猎聘,能源/化工/环保,化学,生产经理,企业职位,海南建邦制药科技有限公司,100-499人,,长沙,定安县,本科,3-5年,11-16k,,,,https://www.liepin.com/job/1979533109.shtml,20260105113805,,,,
155360,猎聘,能源/化工/环保,化学,生产主管（定安）,企业职位,海南建邦制药科技有限公司,100-499人,,长沙,定安县,本科,3-5年,7-14k,,,,https://www.liepin.com/job/1979533063.shtml,20260105113716,,,,
155361,猎聘,能源/化工/环保,化学,污水操作员,企业职位,友盛(海南)城市服务有限公司,1-49人,,长沙,三亚-吉阳区,中专/中技,1-3年,4-5k,,,,https://www.liepin.com/job/1979163685.shtml,20251216094518,,,,
155362,猎聘,能源/化工/环保,化学,质量管理总监/经理/主管,企业职位,海南泰迪医药有限公司,100-499人,,长沙,海口-秀英区,本科,3-5年,8-10k,,,,https://www.liepin.com/job/1975832355.shtml,20250925100810,,,,
155363,猎聘,能源/化工/环保,化学,医疗器械研发工程师,企业职位,赛灵药业科技集团,100-499人,,长沙,海口-秀英区,本科,3年以上,9-18k,,,,https://www.liepin.com/job/1979959613.shtml,20260123113107,,,,
155364,猎聘,能源/化工/环保,化学,文检鉴定人,企业职位,海南明鉴鉴定评估有限公司,1-49人,,长沙,海口-美兰区,本科,5-10年,8-15k,,,,https://www.liepin.com/job/1968830197.shtml,20240805172301,,,,
155365,猎聘,能源/化工/环保,化学,医美产品研发经理,企业职位,赛灵药业科技集团,100-499人,,长沙,海口-秀英区,本科,8年以上,12-24k,,,,https://www.liepin.com/job/1979955857.shtml,20260123101918,,,,
155366,猎聘,能源/化工/环保,化学,制药质量负责人,企业职位,海南丰恺思制药有限公司,50-99人,,长沙,海口-龙华区,本科,5-10年,15-16k,,,,https://www.liepin.com/job/1979381065.shtml,20251225154712,,,,
155367,猎聘,能源/化工/环保,化学,文书鉴定人,企业职位,海南明鉴鉴定评估有限公司,1-49人,,长沙,海口-美兰区,本科,经验不限,8-12k,,,,https://www.liepin.com/job/1968662069.shtml,20240805172106,,,,
155368,猎聘,能源/化工/环保,化学,技术中心（海南）负责人,企业职位,厦门华特集团有限责任公司,1000-2000人,,长沙,海口-美兰区,统招本科,8年以上,15-20k·16薪,,,,https://www.liepin.com/job/1970352067.shtml,20241022154357,,,,
155369,猎聘,能源/化工/环保,化学,质量管理总监/经理/主管,企业职位,海南美康达药业有限公司成都分公司,50-99人,,长沙,海口-秀英区,统招本科,5-10年,12-15k·13薪,,,,https://www.liepin.com/job/1972164461.shtml,20250207092955,,,,
155370,猎聘,能源/化工/环保,化学,质量管理总监/经理/主管,企业职位,海南泰迪医药有限公司,100-499人,,长沙,海口-秀英区,本科,3-5年,8-10k,,,,https://www.liepin.com/job/1978639603.shtml,20251121152345,,,,
155371,猎聘,能源/化工/环保,化学,药品研发分析主管,企业职位,海南三叶制药厂有限公司,100-499人,,长沙,海口,本科,5-10年,6-10k,,,,https://www.liepin.com/job/1969290923.shtml,20241011170700,,,,
155372,猎聘,能源/化工/环保,化学,污水技术员,企业职位,雅居乐环保集团,10000人以上,,长沙,陵水县,中专/中技,经验不限,3-4k,,,,https://www.liepin.com/job/1954708217.shtml,20250211084750,,,,
155373,猎聘,能源/化工/环保,化学,质量经理,企业职位,旭一医疗,100-499人,,长沙,澄迈县,大专,3-5年,5-7k·14薪,,,,https://www.liepin.com/job/1963637425.shtml,20251212141215,,,,
155374,猎聘,能源/化工/环保,化学,细胞工程研发总监,企业职位,海南苏生生物科技有限公司,50-99人,,长沙,海口,硕士,经验不限,20-40k,,,,https://www.liepin.com/job/1935155721.shtml,20220106235215,,,,
155375,猎聘,能源/化工/环保,化学,分析副总监,企业职位,新兴际华医药控股有限公司,1000-2000人,,长沙,海口-秀英区,硕士,5-10年,20-40k,,,,https://www.liepin.com/job/1951538585.shtml,20240109095110,,,,
155376,猎聘,能源/化工/环保,化学,外贸跟单,企业职位,海南金鹰进出口有限公司,1-49人,,长沙,海口-美兰区,本科,1-3年,4-6k,,,,https://www.liepin.com/job/1958131369.shtml,20230425170302,,,,
155377,猎聘,能源/化工/环保,化学,质量负责人,企业职位,海南九面通科技有限公司,50-99人,,长沙,海口-秀英区,本科,5年以上,6-12k,,,,https://www.liepin.com/job/1972978383.shtml,20250310103736,,,,
155378,猎聘,能源/化工/环保,化学,农业技术员,企业职位,海南白沙土又土农业科技有限公司,50-99人,,长沙,白沙县,本科,经验不限,5-8k,,,,https://www.liepin.com/job/1957635267.shtml,20230408151509,,,,
155379,猎聘,能源/化工/环保,化学,技术负责人,企业职位,海南九面通科技有限公司,50-99人,,长沙,海口-秀英区,本科,5年以上,6-12k,,,,https://www.liepin.com/job/1972978261.shtml,20250310103527,,,,
155380,猎聘,能源/化工/环保,化学,质量管理部负责人,企业职位,海口东宁泰华科技有限公司,1-49人,,长沙,海口-龙华区,本科,3年以上,6-8k,,,,https://www.liepin.com/job/1972951091.shtml,20250307145936,,,,
155381,猎聘,能源/化工/环保,化学,理化QC,企业职位,海口市制药厂有限公司,500-999人,,长沙,海口-秀英区,统招本科,1-3年,4-6k,,,,https://www.liepin.com/job/1966982359.shtml,20240516094115,,,,
155382,猎聘,能源/化工/环保,化学,研发主管,企业职位,海南鸿韵集团,50-99人,,长沙,海口,本科,3-5年,5-9k,,,,https://www.liepin.com/job/1962222055.shtml,20231024102133,,,,
155383,猎聘,能源/化工/环保,化学,验证专员,企业职位,皇隆制药,500-999人,,长沙,海口-秀英区,本科,3-5年,5-8k,,,,https://www.liepin.com/job/1948522353.shtml,20220908103723,,,,
155384,猎聘,能源/化工/环保,化学,销售工程师（海口）,企业职位,迈基诺基因,500-999人,,长沙,海口,本科,经验不限,6-10k,,,,https://www.liepin.com/job/1944446875.shtml,20220120114338,,,,
155385,猎聘,能源/化工/环保,化学,市场推广经理,企业职位,北京测易生物科技有限公司,1-49人,,长沙,海口-美兰区,学历不限,1-3年,5-10k,,,,https://www.liepin.com/job/1972259049.shtml,20250210154213,,,,
155386,猎聘,能源/化工/环保,化学,仪器QC,企业职位,海口市制药厂有限公司,500-999人,,长沙,海口-秀英区,本科,1-3年,4-6k,,,,https://www.liepin.com/job/1966900087.shtml,20240513153057,,,,
155387,猎聘,能源/化工/环保,化学,医药代表,企业职位,齐鲁制药有限公司,10000人以上,,长沙,海口-秀英区,大专,1-3年,5-10k,,,,https://www.liepin.com/job/1952920021.shtml,20220930113709,,,,
155388,猎聘,能源/化工/环保,化学,安全工程师（昌江）,企业职位,苏州新星核电技术服务有限公司,100-499人,,长沙,昌江县,大专,3-5年,6-9k,,,,https://www.liepin.com/job/1955184953.shtml,20230426174003,,,,
155389,猎聘,能源/化工/环保,化学,生测室主管（质量部）,企业职位,皇隆制药,500-999人,,长沙,海口-秀英区,本科,1-3年,6-10k,,,,https://www.liepin.com/job/1950743753.shtml,20220908103723,,,,
155390,猎聘,能源/化工/环保,化学,专利工程师（海口）,企业职位,汉普知识产权,50-99人,,长沙,海口-龙华区,本科,1年以下,5-10k,,,,https://www.liepin.com/job/1953064197.shtml,20221011214342,,,,
155391,猎聘,能源/化工/环保,化学,肥料生产技术员,企业职位,海南广泓农业科技有限公司,50-99人,,长沙,文昌,本科,1-3年,8-10k,,,,https://www.liepin.com/job/1954489317.shtml,20221211210729,,,,
155392,猎聘,能源/化工/环保,化学,环保设备运维工程师,企业职位,湖北德势弘房地资产评估咨询有限公司黄石分公司,1-49人,,长沙,海口-龙华区,大专,3-5年,4-8k,,,,https://www.liepin.com/job/1970936053.shtml,20241128091757,,,,
155393,猎聘,能源/化工/环保,化学,食品/饮料研发经理,企业职位,三亚金诺丽生物科技有限公司,100-499人,,长沙,三亚,本科,3-5年,薪资面议,,,,https://www.liepin.com/job/1938327811.shtml,20210419182711,,,,
155394,猎聘,能源/化工/环保,化学,药品采购员兼养护员兼出库复核员,企业职位,泓喆启航,50-99人,,长沙,海口-秀英区,大专,2年以上,4-5k,,,,https://www.liepin.com/job/1971149357.shtml,20241202091314,,,,
155395,猎聘,能源/化工/环保,化学,工程部电工,企业职位,海南鱼日中天文旅有限公司,1-49人,,长沙,海口-龙华区,中专/中技,1-3年,3-4k,,,,https://www.liepin.com/job/1948874353.shtml,20220414100144,,,,
155396,猎聘,能源/化工/环保,化学,在线监测运维主管,企业职位,海南硕清技术检测有限公司,50-99人,,长沙,三亚-吉阳区,大专,3-5年,5-10k,,,,https://www.liepin.com/job/1964214769.shtml,20240322143157,,,,
155397,猎聘,能源/化工/环保,化学,质量体系专员,企业职位,天磊卫士(海南)科技有限公司,50-99人,,长沙,海口-龙华区,大专,3-5年,5-8k,,,,https://www.liepin.com/job/1961949373.shtml,20230927174221,,,,
155398,猎聘,能源/化工/环保,化学,质量负责人/授权签字人,企业职位,海南海沁天诚技术检测服务有限公司,50-99人,,长沙,海口-龙华区,本科,3-5年,8-12k,,,,https://www.liepin.com/job/1939136431.shtml,20210514093716,,,,
155399,猎聘,能源/化工/环保,化学,分析室主管,企业职位,海南海沁天诚技术检测服务有限公司,50-99人,,长沙,海口,大专,经验不限,5-8k,,,,https://www.liepin.com/job/1943041075.shtml,20210908152220,,,,
155400,猎聘,能源/化工/环保,化学,区域销售经理,企业职位,四川先河环保科技有限公司,50-99人,,长沙,海口,大专,3-5年,5-8k,,,,https://www.liepin.com/job/1945244407.shtml,20211129110247,,,,
155401,猎聘,能源/化工/环保,化学,海南区域销售经理,企业职位,安徽大千生物工程有限公司,50-99人,,长沙,海口,大专,1-3年,5-10k,,,,https://www.liepin.com/job/1934740393.shtml,20220329163916,,,,
155402,猎聘,能源/化工/环保,化学,职业卫生检测技术负责人,企业职位,海南海沁天诚技术检测服务有限公司,50-99人,,长沙,海口-龙华区,大专,3-5年,8-10k,,,,https://www.liepin.com/job/1937670547.shtml,20210331101028,,,,
155403,猎聘,能源/化工/环保,化学,制剂项目负责人,企业职位,万全医药,1000-2000人,,长沙,海口-秀英区,硕士,1-3年,12-20k,,,,https://www.liepin.com/job/1983300925.shtml,20260609213759,,,,
155404,猎聘,能源/化工/环保,化学,海洋环境工程师,企业职位,海南国为亿科环境有限公司,100-499人,,长沙,海口-美兰区,本科,3年以上,8-15k,,,,https://www.liepin.com/job/1983296999.shtml,20260609180055,,,,
155405,猎聘,能源/化工/环保,化学,药化博士,企业职位,海南海药,2000-5000人,,长沙,海口-秀英区,,,23-30k·13薪,,,,https://www.liepin.com/lptjob/75587285,20260603160412,,,,
155406,猎聘,能源/化工/环保,化学,高中化学老师,企业职位,笔块教育科技(海口)有限公司,1-49人,,长沙,海口-龙华区,,,150-300元/天,,,,https://www.liepin.com/lptjob/74350359,20250509141341,,,,
155407,猎聘,能源/化工/环保,化学,育种师,企业职位,罗牛山,2000-5000人,,长沙,海口-美兰区,,,8-10k,,,,https://www.liepin.com/lptjob/79861087,20260119184232,,,,
155408,猎聘,能源/化工/环保,化学,污水处理,企业职位,友盛(海南)城市服务有限公司,1-49人,,长沙,三亚-吉阳区,,,4-5k,,,,https://www.liepin.com/lptjob/79163947,20251216094904,,,,
155409,猎聘,能源/化工/环保,化学,实习生,企业职位,倍特药业,5000-10000人,,长沙,海口-秀英区,,,100-200元/天,,,,https://www.liepin.com/lptjob/68945617,20260414130722,,,,
155410,猎聘,能源/化工/环保,化学,试验员,企业职位,海南北纬十八度果业有限公司,500-999人,,长沙,海南,,,4-6k,,,,https://www.liepin.com/lptjob/27015903,20200708163255,,,,
155411,猎聘,能源/化工/环保,化学,植物源白蛋白-奥福民专岗（石家庄）(J11906),企业职位,贝达药业,1000-2000人,,郑州,石家庄-长安区,本科,2年以上,15-25k,,,,https://www.liepin.com/job/1976115311.shtml,20260607131732,,,,
155412,猎聘,能源/化工/环保,化学,AP化学老师,企业职位,某北京科技推广服务公司,1-49人,,郑州,廊坊,本科,3-5年,14-25k,,,,https://www.liepin.com/a/70853961.shtml,20260602135355,,,,
155413,猎聘,能源/化工/环保,化学,A-Level 生物/化学老师,企业职位,北京正源拓维教育咨询有限公司,100-499人,,郑州,廊坊-永清县,本科,经验不限,7-14k,,,,https://www.liepin.com/job/1969297829.shtml,20260609082212,,,,
155414,猎聘,能源/化工/环保,化学,双语化学老师,企业职位,北京正源拓维教育咨询有限公司,100-499人,,郑州,廊坊-永清县,本科,1-3年,12-30k,,,,https://www.liepin.com/job/1963638569.shtml,20260525083150,,,,
155415,猎聘,能源/化工/环保,化学,化学分析员,企业职位,中国乐凯集团有限公司,5000-10000人,,郑州,保定-竞秀区,本科,经验不限,4-6k,,,,https://www.liepin.com/job/1979483593.shtml,20260126172046,,,,
155416,猎聘,能源/化工/环保,化学,高一化学老师,企业职位,廊坊市睿材教育咨询有限公司,,,郑州,廊坊-广阳区,本科,3-5年,5-6k,,,,https://www.liepin.com/job/1982895897.shtml,20260603103659,,,,
155417,猎聘,能源/化工/环保,化学,化学分析员,企业职位,河北新源建筑工程检测有限公司,50-99人,,郑州,石家庄-栾城区,大专,1年以上,3-5k,,,,https://www.liepin.com/job/1973409977.shtml,20250326124813,,,,
155418,猎聘,能源/化工/环保,化学,化学检测室主任,企业职位,普汇恒达检测,1-49人,,郑州,廊坊-广阳区,本科,5-10年,11-16k,,,,https://www.liepin.com/job/1963901961.shtml,20240425094913,,,,
155419,猎聘,能源/化工/环保,化学,电化学工程师,企业职位,新奥股份,5000-10000人,,郑州,廊坊-广阳区,本科,3-5年,15-21k·14薪,,,,https://www.liepin.com/job/1957213853.shtml,20230323090055,,,,
155420,猎聘,能源/化工/环保,化学,化学部副总监（工艺）,企业职位,河北桑迪亚,100-499人,,郑州,河北,硕士,5-10年,15-20k,,,,https://www.liepin.com/job/1945004413.shtml,20220929113927,,,,
155421,猎聘,能源/化工/环保,化学,化学产品技术支持,企业职位,北京优谱通用科技有限公司,1-49人,,郑州,石家庄,本科,经验不限,6-8k,,,,https://www.liepin.com/job/1954684421.shtml,20230413140005,,,,
155422,猎聘,能源/化工/环保,化学,化学部副总监（研发）,企业职位,河北桑迪亚,100-499人,,郑州,河北,硕士,5-10年,15-20k,,,,https://www.liepin.com/job/1945004519.shtml,20220929113927,,,,
155423,猎聘,能源/化工/环保,化学,化学工程师(水质监测),企业职位,北京优谱通用科技有限公司,1-49人,,郑州,石家庄,大专,经验不限,6-8k,,,,https://www.liepin.com/job/1954684497.shtml,20230413140005,,,,
155424,猎聘,能源/化工/环保,化学,工程师-材料化学(A216062),企业职位,格林微纳科技有限公司,1-49人,,郑州,廊坊-广阳区,学历不限,经验不限,10-20k·13薪,,,,https://www.liepin.com/job/1962173643.shtml,20240617160900,,,,
155425,猎聘,能源/化工/环保,化学,化学检测员,企业职位,普汇恒达检测,1-49人,,郑州,廊坊-广阳区,统招本科,1年以下,4-6k,,,,https://www.liepin.com/job/1971751059.shtml,20250416125124,,,,
155426,猎聘,能源/化工/环保,化学,化学工程研究员,企业职位,天津瀛江香精香料有限公司,50-99人,,郑州,沧州,硕士,经验不限,8-10k,,,,https://www.liepin.com/job/1939373799.shtml,20230718142301,,,,
155427,猎聘,能源/化工/环保,化学,化学分析员,企业职位,霸州市三钢科技有限公司,100-499人,,郑州,廊坊-霸州,大专,1-3年,5-7k,,,,https://www.liepin.com/job/1938698637.shtml,20231229174345,,,,
155428,猎聘,能源/化工/环保,化学,化学分析工程师,企业职位,河北风华环保科技股份有限公司,50-99人,,郑州,保定,统招本科,3-5年,8-13k,,,,https://www.liepin.com/job/1916929713.shtml,20190215094931,,,,
155429,猎聘,能源/化工/环保,化学,化学研发总监,企业职位,河北镁神科技股份有限公司,100-499人,,郑州,邢台-广宗县,统招本科,5年以上,20-40k,,,,https://www.liepin.com/job/1971414770.shtml,20260305190904,,,,
155430,猎聘,能源/化工/环保,化学,化学实验员,企业职位,河北九丛科技有限公司,50-99人,,郑州,石家庄-鹿泉区,大专,经验不限,4-6k,,,,https://www.liepin.com/job/1962305837.shtml,20240123182506,,,,
155431,猎聘,能源/化工/环保,化学,化学分析,企业职位,石家庄鑫利耀贸易有限公司,100-499人,,郑州,石家庄-新华区,本科,经验不限,4-7k·13薪,,,,https://www.liepin.com/job/1942993459.shtml,20210907145841,,,,
155432,猎聘,能源/化工/环保,化学,化学工程师,企业职位,睿智保诚专利事务所,100-499人,,郑州,保定,本科,经验不限,10-15k,,,,https://www.liepin.com/job/1943622023.shtml,20210928103352,,,,
155433,猎聘,能源/化工/环保,化学,化学实验员,企业职位,河北省金衡化工产品质量检验有限公司,1-49人,,郑州,石家庄-栾城区,大专,经验不限,3-6k,,,,https://www.liepin.com/job/1947336243.shtml,20220317154458,,,,
155434,猎聘,能源/化工/环保,化学,化学老师,企业职位,保定市竞秀区恒睿培训学校有限公司,1-49人,,郑州,保定,本科,1-3年,4-6k,,,,https://www.liepin.com/job/1925319167.shtml,20191215171408,,,,
155435,猎聘,能源/化工/环保,化学,化学工程师,企业职位,维欧(天津)能源技术服务股份有限公司,1-49人,,郑州,沧州-海兴县,本科,3-5年,6-9k,,,,https://www.liepin.com/job/1950790815.shtml,20230427171332,,,,
155436,猎聘,能源/化工/环保,化学,专利代理人（化学）,企业职位,河北北方知识产权代理有限公司,5000-10000人,,郑州,保定,本科,经验不限,4-5k,,,,https://www.liepin.com/job/1921699195.shtml,20190814134217,,,,
155437,猎聘,能源/化工/环保,化学,化学专利代理人-双休五险一金,企业职位,北京盛广信合知识产权代理有限公司,100-499人,,郑州,保定-竞秀区,本科,3年以上,9-12k,,,,https://www.liepin.com/job/1976482257.shtml,20250814102724,,,,
155438,猎聘,能源/化工/环保,化学,专利代理师-化学,企业职位,三高永信,100-499人,,郑州,石家庄-长安区,本科,1-3年,8-15k,,,,https://www.liepin.com/job/1961724411.shtml,20240515101525,,,,
155439,猎聘,能源/化工/环保,化学,化学专利代理人,企业职位,河北知亦可为专利代理事务所(特殊普通合伙),100-499人,,郑州,石家庄-长安区,硕士,经验不限,6-8k,,,,https://www.liepin.com/job/1948095187.shtml,20220316120012,,,,
155440,猎聘,能源/化工/环保,化学,专利工程师   生物/化学/机械,企业职位,河北北方知识产权代理有限公司,5000-10000人,,郑州,保定,统招本科,经验不限,6-10k,,,,https://www.liepin.com/job/1928384493.shtml,20200717162738,,,,
155441,猎聘,能源/化工/环保,化学,化学分析测试员,企业职位,北京益民药业有限公司沧州分公司,1-49人,,郑州,沧州,本科,经验不限,4-8k,,,,https://www.liepin.com/job/1932626343.shtml,20201026084303,,,,
