序号,招聘平台,岗位类型一级,岗位类型二级,岗位名称,岗位类型企业/公务员/事业单位/军队文职,公司名称,公司规模,所在省份,城市,详细地址,学历要求,经验要求,薪资范围,福利标签,工作内容,任职要求,岗位链接,发布时间,投递起始时间,投递截止时间,证书要求,备注（技能要求）
5438,猎聘,能源/化工/环保,矿山,完工工程师,猎头职位,某北京矿产开采上市公司,10000人以上,,北京,北京,大专,3-5年,40-50k,,,,https://www.liepin.com/a/75690875.shtml,20260605232141,,,,
5439,猎聘,能源/化工/环保,矿山,电气仪表专业工程师,猎头职位,某知名公司,5000-10000人,,北京,北京,统招本科,5-10年,25-26k,,,,https://www.liepin.com/a/76391163.shtml,20260604092936,,,,
5440,猎聘,能源/化工/环保,矿山,专业工程师（机械设备）（驻外）,猎头职位,某北京批发/零售上市公司,5000-10000人,,北京,北京,本科,1-3年,30-35k,,,,https://www.liepin.com/a/75686769.shtml,20260601153001,,,,
5441,猎聘,能源/化工/环保,矿山,完工工程师（施工）（驻外）,猎头职位,某知名公司,5000-10000人,,北京,北京,学历不限,5-10年,30-50k,,,,https://www.liepin.com/a/75840389.shtml,20260527173711,,,,
5442,猎聘,能源/化工/环保,矿山,研发项目经理,猎头职位,某北京知名公司,10000人以上,,北京,北京,本科,经验不限,40-60k,,,,https://www.liepin.com/a/75911247.shtml,20260521142435,,,,
5443,猎聘,能源/化工/环保,矿山,完工工程师,猎头职位,某国内大型石化公司,5000-10000人,,北京,北京,大专,5-10年,20-40k,,,,https://www.liepin.com/a/75863967.shtml,20260520133420,,,,
5444,猎聘,能源/化工/环保,矿山,补能负责人（新能源重卡充换电站）,猎头职位,某北京其他商务服务业公司,,,北京,北京,大专,10年以上,60-90k,,,,https://www.liepin.com/a/75788497.shtml,20260521094527,,,,
5445,猎聘,能源/化工/环保,矿山,锂矿贸易业务主管,猎头职位,某知名公司,1-49人,,北京,北京,统招本科,3-5年,20-30k·16薪,,,,https://www.liepin.com/a/75710685.shtml,20260608095303,,,,
5446,猎聘,能源/化工/环保,矿山,电气工程师,猎头职位,某知名公司,5000-10000人,,北京,北京,统招本科,经验不限,25-45k,,,,https://www.liepin.com/a/76399213.shtml,20260604104903,,,,
5447,猎聘,能源/化工/环保,矿山,调试经理 &调试带队,猎头职位,某北京批发/零售上市公司,5000-10000人,,北京,北京,本科,3-5年,30-35k,,,,https://www.liepin.com/a/75565783.shtml,20260601153001,,,,
5448,猎聘,能源/化工/环保,矿山,油气行业销售经理,猎头职位,某上海大型工业自动化公司,10000人以上,,北京,北京,统招本科,5-10年,15-25k·17薪,,,,https://www.liepin.com/a/76412669.shtml,20260604143813,,,,
5449,猎聘,能源/化工/环保,矿山,工程设备管理岗,猎头职位,某知名公司,5000-10000人,,北京,北京,本科,3-5年,30-60k,,,,https://www.liepin.com/a/76424321.shtml,20260604165453,,,,
5450,猎聘,能源/化工/环保,矿山,海外销售经理,猎头职位,某轨道交通/船舶设备公司,5000-10000人,,北京,北京-大兴区,本科,5-10年,20-40k,,,,https://www.liepin.com/a/76194115.shtml,20260529103440,,,,
5451,猎聘,能源/化工/环保,矿山,物流(物资)管理岗 (国际工程)（驻外）,猎头职位,某北京批发/零售上市公司,5000-10000人,,北京,北京,本科,1-3年,30-35k,,,,https://www.liepin.com/a/75565777.shtml,20260601153001,,,,
5452,猎聘,能源/化工/环保,矿山,销售经理（全国一二线城市均有岗）,猎头职位,某国内新零售公司,100-499人,,北京,北京,学历不限,经验不限,10-15k,,,,https://www.liepin.com/a/75741179.shtml,20260517104725,,,,
5453,猎聘,能源/化工/环保,矿山,外派财务总监（常驻海外）,猎头职位,某知名公司,5000-10000人,,北京,北京,统招本科,5年以上,23-45k,,,,https://www.liepin.com/a/75459221.shtml,20260529164429,,,,
5454,猎聘,能源/化工/环保,矿山,海外微电网解决方案经理/售前经理,猎头职位,某国内电力/热力/燃气/水务公司,100-499人,,北京,北京,本科,5-10年,35-45k,,,,https://www.liepin.com/a/75338783.shtml,20260608082712,,,,
5455,猎聘,能源/化工/环保,矿山,电气仪表工程师（施工）（驻外）,猎头职位,某知名公司,5000-10000人,,北京,北京,本科,5-10年,30-50k,,,,https://www.liepin.com/a/75840411.shtml,20260527173711,,,,
5456,猎聘,能源/化工/环保,矿山,调试岗（电气）（驻外）,猎头职位,某知名公司,5000-10000人,,北京,北京,学历不限,5-10年,30-50k,,,,https://www.liepin.com/a/75840439.shtml,20260527173711,,,,
5457,猎聘,能源/化工/环保,矿山,补能负责人,猎头职位,某知名公司,100-499人,,北京,北京,本科,10年以上,75-100k,,,,https://www.liepin.com/a/75665147.shtml,20260514114756,,,,
5458,猎聘,能源/化工/环保,矿山,定位产品经理,猎头职位,某北京IT服务公司,100-499人,,北京,北京-顺义区,统招本科,3-5年,15-30k,,,,https://www.liepin.com/a/74737075.shtml,20260416171306,,,,
5459,猎聘,能源/化工/环保,矿山,机器人路径规划算法工程师,猎头职位,某国内人工智能公司,50-99人,,北京,北京,本科,经验不限,30-40k,,,,https://www.liepin.com/a/75922353.shtml,20260521164136,,,,
5460,猎聘,能源/化工/环保,矿山,机械调试工程师,猎头职位,某知名公司,5000-10000人,,北京,北京,本科,3-5年,40-50k,,,,https://www.liepin.com/a/75822231.shtml,20260609090122,,,,
5461,猎聘,能源/化工/环保,矿山,管道工程师（施工）（驻外）,猎头职位,某知名公司,5000-10000人,,北京,北京,本科,5-10年,30-50k,,,,https://www.liepin.com/a/75509689.shtml,20260527173711,,,,
5462,猎聘,能源/化工/环保,矿山,投行团队长（可谈投行级别矿业金属方向）,猎头职位,某大型基金/证券/期货公司,10000人以上,,北京,北京,硕士,10年以上,85-100k·22薪,,,,https://www.liepin.com/a/74761617.shtml,20260509150506,,,,
5463,猎聘,能源/化工/环保,矿山,矿业律师,猎头职位,某国内矿产开采上市公司,5000-10000人,,北京,北京,学历不限,经验不限,50-80k,,,,https://www.liepin.com/a/72309081.shtml,20260430102744,,,,
5464,猎聘,能源/化工/环保,矿山,决策规划算法工程师【北京海淀，河南郑州】,猎头职位,某北京大型专业技术服务公司,500-999人,,北京,北京-海淀区,硕士,5年以上,30-50k,,,,https://www.liepin.com/a/74800987.shtml,20260519145428,,,,
5465,猎聘,能源/化工/环保,矿山,调试岗（DCS、电气、机械、自动化）（驻外）,猎头职位,某知名公司,5000-10000人,,北京,北京,本科,5-10年,30-50k,,,,https://www.liepin.com/a/75509757.shtml,20260527173711,,,,
5466,猎聘,能源/化工/环保,矿山,施工管理（土建）,猎头职位,某知名公司,5000-10000人,,北京,北京,本科,经验不限,22-35k,,,,https://www.liepin.com/a/73342691.shtml,20260313133014,,,,
5467,猎聘,能源/化工/环保,矿山,决策规划算法工程师,猎头职位,某北京大型专业技术服务公司,500-999人,,北京,北京,硕士,5年以上,60-90k,,,,https://www.liepin.com/a/74698419.shtml,20260519145428,,,,
5468,猎聘,能源/化工/环保,矿山,选矿工程师,猎头职位,某北京矿产开采上市公司,5000-10000人,,北京,北京,统招本科,5-10年,25-40k·15薪,,,,https://www.liepin.com/a/74617641.shtml,20260414141422,,,,
5469,猎聘,能源/化工/环保,矿山,市场营销部总监(环保水处理、盐湖),猎头职位,某上海专业服务公司,1-49人,,北京,北京-海淀区,本科,10年以上,30-50k,,,,https://www.liepin.com/a/75241211.shtml,20260609074809,,,,
5470,猎聘,能源/化工/环保,矿山,高级地质工程师,猎头职位,某知名公司,1-49人,,北京,北京,大专,10年以上,20-30k,,,,https://www.liepin.com/a/75071657.shtml,20260608085806,,,,
5471,猎聘,能源/化工/环保,矿山,销售经理-选矿,猎头职位,某国内石化公司,100-499人,,北京,北京,学历不限,5-10年,15-25k·20薪,,,,https://www.liepin.com/a/73053945.shtml,20260609091017,,,,
5472,猎聘,能源/化工/环保,矿山,安全负责人（矿,猎头职位,某知名公司,10000人以上,,北京,北京,统招本科,10年以上,35-65k·14薪,,,,https://www.liepin.com/a/74378911.shtml,20260408135930,,,,
5473,猎聘,能源/化工/环保,矿山,微电网负责人（北京/其它城市）,猎头职位,某北京其他商务服务业公司,,,北京,北京,本科,10年以上,60-90k,,,,https://www.liepin.com/a/75893417.shtml,20260521094510,,,,
5474,猎聘,能源/化工/环保,矿山,选矿工程师,猎头职位,某北京专业技术服务公司,100-499人,,北京,北京,学历不限,10年以上,30-35k,,,,https://www.liepin.com/a/76266065.shtml,20260608134311,,,,
5475,猎聘,能源/化工/环保,矿山,规划算法工程师,猎头职位,某北京知名公司,10000人以上,,北京,北京,本科,经验不限,25-40k,,,,https://www.liepin.com/a/75924065.shtml,20260521170448,,,,
5476,猎聘,能源/化工/环保,矿山,高级地质工程师,猎头职位,某知名公司,1-49人,,北京,北京-通州区,本科,5-10年,20-30k,,,,https://www.liepin.com/a/75305461.shtml,20260609134815,,,,
5477,猎聘,能源/化工/环保,矿山,电气仪表工程师（海外，EPC，央企）,猎头职位,某北京矿产开采上市公司,10000人以上,,北京,北京,本科,8年以上,35-50k,,,,https://www.liepin.com/a/75993321.shtml,20260525093904,,,,
5478,猎聘,能源/化工/环保,矿山,财务负责人,猎头职位,某国内专业技术服务公司,100-499人,,北京,北京,本科,5-10年,25-35k,,,,https://www.liepin.com/a/75879379.shtml,20260520165330,,,,
5479,猎聘,能源/化工/环保,矿山,规控算法,猎头职位,某北京知名公司,10000人以上,,北京,北京-昌平区,本科,3-5年,40-60k·16薪,,,,https://www.liepin.com/a/76469821.shtml,20260605170814,,,,
5480,猎聘,能源/化工/环保,矿山,外派财务总监,猎头职位,某知名公司,5000-10000人,,北京,北京,统招本科,经验不限,35-50k,,,,https://www.liepin.com/a/75553309.shtml,20260512101207,,,,
5481,猎聘,能源/化工/环保,矿山,俄罗斯财务总监,猎头职位,某北京贸易进出口公司,100-499人,,北京,北京,统招本科,10年以上,40-60k,,,,https://www.liepin.com/a/75502219.shtml,20260609074211,,,,
5482,猎聘,能源/化工/环保,矿山,电气仪表工程师（施工）（驻外）,猎头职位,某知名公司,5000-10000人,,北京,北京,本科,5-10年,30-50k,,,,https://www.liepin.com/a/75509723.shtml,20260527173711,,,,
5483,猎聘,能源/化工/环保,矿山,补能负责人,猎头职位,某北京其他商务服务业公司,,,北京,北京,学历不限,5-10年,30-60k,,,,https://www.liepin.com/a/75726553.shtml,20260521101807,,,,
5484,猎聘,能源/化工/环保,矿山,机械调试,猎头职位,某知名公司,5000-10000人,,北京,北京,学历不限,经验不限,35-45k,,,,https://www.liepin.com/a/75662113.shtml,20260518162315,,,,
5485,猎聘,能源/化工/环保,矿山,调试经理（电气、仪表方向）,猎头职位,某知名公司,5000-10000人,,北京,北京,本科,3-5年,30-60k,,,,https://www.liepin.com/a/75659275.shtml,20260514104324,,,,
5486,猎聘,能源/化工/环保,矿山,Base全国-行业销售（工业自动化软件）,猎头职位,某北京大型计算机软件公司,500-999人,,北京,北京,统招本科,5-10年,20-30k·14薪,,,,https://www.liepin.com/a/75520167.shtml,20260530221006,,,,
5487,猎聘,能源/化工/环保,矿山,高级应用工程师,猎头职位,某大型知名电力/热力/燃气/水务公司,10000人以上,,北京,北京-昌平区,统招本科,5-10年,25-35k·14薪,,,,https://www.liepin.com/a/74140791.shtml,20260608150545,,,,
5488,猎聘,能源/化工/环保,矿山,外派财务总监,猎头职位,某北京批发/零售上市公司,5000-10000人,,北京,北京,本科,经验不限,40-50k,,,,https://www.liepin.com/a/75591943.shtml,20260609091402,,,,
5489,猎聘,能源/化工/环保,矿山,解决方案销售经理,猎头职位,某深圳IT服务公司,50-99人,,北京,北京-海淀区,统招本科,3-5年,15-22k,,,,https://www.liepin.com/a/73890431.shtml,20260325171753,,,,
5490,猎聘,能源/化工/环保,矿山,规控算法（自动驾驶）上市500强企业,猎头职位,某大型知名机械/设备公司,10000人以上,,北京,北京-昌平区,硕士,5-10年,40-70k·16薪,,,,https://www.liepin.com/a/75830313.shtml,20260519165010,,,,
5491,猎聘,能源/化工/环保,矿山,铜矿外贸销售主管（销售方向，英语流利）,猎头职位,某知名公司,1-49人,,北京,北京,学历不限,经验不限,18-24k·18薪,,,,https://www.liepin.com/a/75729389.shtml,20260609092344,,,,
5492,猎聘,能源/化工/环保,矿山,海外选矿电气工程师,猎头职位,某国内矿产开采上市公司,10000人以上,,北京,北京,统招本科,5-10年,50-80k,,,,https://www.liepin.com/a/74950503.shtml,20260422163840,,,,
5493,猎聘,能源/化工/环保,矿山,机械设备工程师（施工方向）（驻外）,猎头职位,某知名公司,5000-10000人,,北京,北京,本科,5-10年,30-50k,,,,https://www.liepin.com/a/75840397.shtml,20260527173711,,,,
5494,猎聘,能源/化工/环保,矿山,海外风控专家,猎头职位,某郑州大型机械/设备公司,5000-10000人,,北京,北京,统招本科,5-10年,40-60k,,,,https://www.liepin.com/a/75858039.shtml,20260520111427,,,,
5495,猎聘,能源/化工/环保,矿山,采煤机研发专家,猎头职位,某郑州大型机械/设备公司,5000-10000人,,北京,北京,统招本科,10年以上,40-70k,,,,https://www.liepin.com/a/76116169.shtml,20260527145226,,,,
5496,猎聘,能源/化工/环保,矿山,嵌入式开发工程师,猎头职位,某北京大型批发/零售公司,10000人以上,,北京,北京,统招本科,3年以上,30-60k·13薪,,,,https://www.liepin.com/a/76304847.shtml,20260602115426,,,,
5497,猎聘,能源/化工/环保,矿山,销售经理（智慧消防方向软硬件）,猎头职位,某合肥互联网公司,100-499人,,北京,北京,统招本科,3-5年,13-20k,,,,https://www.liepin.com/a/74510665.shtml,20260608093312,,,,
5498,猎聘,能源/化工/环保,矿山,安全经理,猎头职位,某知名公司,5000-10000人,,北京,北京,学历不限,10年以上,35-50k,,,,https://www.liepin.com/a/73573287.shtml,20260319083715,,,,
5499,猎聘,能源/化工/环保,矿山,选矿专业技术工程师（选矿工艺&机械设备方向）,猎头职位,某知名公司,5000-10000人,,北京,北京,本科,5-10年,30-40k·15薪,,,,https://www.liepin.com/a/75943957.shtml,20260609182703,,,,
5500,猎聘,能源/化工/环保,矿山,国家经理,猎头职位,某国内大型金属制品公司,500-999人,,北京,北京-丰台区,统招本科,5-10年,20-40k,,,,https://www.liepin.com/a/76452075.shtml,20260608152321,,,,
5501,猎聘,能源/化工/环保,矿山,中国区地质总监/高级地质工程师,猎头职位,某北京大型矿产开采公司,5000-10000人,,北京,北京,统招本科,10年以上,30-60k·15薪,,,,https://www.liepin.com/a/76444227.shtml,20260605103325,,,,
5502,猎聘,能源/化工/环保,矿山,渠道推销专员,猎头职位,某深圳大型通信设备公司,10000人以上,,北京,北京,学历不限,1-3年,10-15k,,,,https://www.liepin.com/a/76129271.shtml,20260602141046,,,,
5503,猎聘,能源/化工/环保,矿山,应用工程师,猎头职位,某知名上市公司,10000人以上,,北京,北京,本科,5-10年,23-35k·14薪,,,,https://www.liepin.com/a/74171313.shtml,20260608091450,,,,
5504,猎聘,能源/化工/环保,矿山,头部上市矿企-地质副总经理,猎头职位,某知名公司,1-49人,,北京,北京,统招本科,10年以上,50-70k·15薪,,,,https://www.liepin.com/a/73795371.shtml,20260609093623,,,,
5505,猎聘,能源/化工/环保,矿山,国家经理,猎头职位,某国内大型金属制品公司,500-999人,,北京,北京-丰台区,统招本科,5-10年,20-40k,,,,https://www.liepin.com/a/76452595.shtml,20260608111354,,,,
5506,猎聘,能源/化工/环保,矿山,市场总监,猎头职位,某知名新能源公司,100-499人,,北京,北京-顺义区,本科,5-10年,20-25k,,,,https://www.liepin.com/a/74205723.shtml,20260608153311,,,,
5507,猎聘,能源/化工/环保,矿山,诚聘驻外挖机修理工,猎头职位,某东莞专业技术服务公司,50-99人,,北京,北京,统招本科,经验不限,15-20k,,,,https://www.liepin.com/a/75507419.shtml,20260513141114,,,,
5508,猎聘,能源/化工/环保,矿山,暖通工程师（海外，央企，EPC选矿厂）,猎头职位,某北京矿产开采上市公司,10000人以上,,北京,北京,本科,5年以上,35-50k,,,,https://www.liepin.com/a/70528481.shtml,20260422105848,,,,
5509,猎聘,能源/化工/环保,矿山,某400亿营收大型装备制造业-全球风控专家,猎头职位,某知名机械/设备上市公司,10000人以上,,北京,北京,统招本科,5-10年,35-55k,,,,https://www.liepin.com/a/76050483.shtml,20260526103934,,,,
5510,猎聘,能源/化工/环保,矿山,矿业-机械施工调试岗位,猎头职位,某知名公司,5000-10000人,,北京,北京,大专,5-10年,50-65k,,,,https://www.liepin.com/a/75491751.shtml,20260511092312,,,,
5511,猎聘,能源/化工/环保,矿山,工程\矿企财务总监（外派）,猎头职位,某知名公司,5000-10000人,,北京,北京,硕士,5-10年,60-70k,,,,https://www.liepin.com/a/75490589.shtml,20260511090756,,,,
5512,猎聘,能源/化工/环保,矿山,业务域解决方案顾问-国企,猎头职位,某人工智能公司,100-499人,,北京,北京,统招本科,5-10年,30-35k,,,,https://www.liepin.com/a/76080733.shtml,20260526172317,,,,
5513,猎聘,能源/化工/环保,矿山,项目总工,猎头职位,某国内人力资源服务公司,100-499人,,北京,北京,本科,10年以上,35-40k,,,,https://www.liepin.com/a/76006051.shtml,20260525114645,,,,
5514,猎聘,能源/化工/环保,矿山,产品总监,猎头职位,某北京科技推广服务公司,,,北京,北京,本科,10年以上,30-40k,,,,https://www.liepin.com/a/73301901.shtml,20260608172644,,,,
5515,猎聘,能源/化工/环保,矿山,选矿机械工程师（设计方向/央企）,猎头职位,某知名公司,5000-10000人,,北京,北京,本科,5-10年,25-40k·15薪,,,,https://www.liepin.com/a/76376977.shtml,20260609182703,,,,
5516,猎聘,能源/化工/环保,矿山,销售VP,猎头职位,某知名电子/半导体/集成电路公司,100-499人,,北京,北京,本科,5-10年,30-35k·24薪,,,,https://www.liepin.com/a/76029073.shtml,20260525170326,,,,
5517,猎聘,能源/化工/环保,矿山,融资总监,猎头职位,某知名公司,50-99人,,北京,北京,本科,5-10年,20-40k,,,,https://www.liepin.com/a/74124275.shtml,20260515151116,,,,
5518,猎聘,能源/化工/环保,矿山,工程技术总监,猎头职位,某北京新能源公司,100-499人,,北京,北京,统招本科,10年以上,21-25k·14薪,,,,https://www.liepin.com/a/75434373.shtml,20260524174120,,,,
5519,猎聘,能源/化工/环保,矿山,调试岗位（机械设备方向优先）,猎头职位,某知名公司,5000-10000人,,北京,北京,本科,3-5年,30-60k,,,,https://www.liepin.com/a/76106319.shtml,20260527114822,,,,
5520,猎聘,能源/化工/环保,矿山,选矿专业技术工程师(机械方向·大型选矿设备选型),猎头职位,某知名公司,5000-10000人,,北京,北京,统招本科,3-5年,40-50k,,,,https://www.liepin.com/a/75909635.shtml,20260609090122,,,,
5521,猎聘,能源/化工/环保,矿山,自动化主任工程师（海外，，央企EPC选矿厂）,猎头职位,某北京矿产开采上市公司,10000人以上,,北京,北京,本科,5年以上,35-50k,,,,https://www.liepin.com/a/73421431.shtml,20260316134722,,,,
5522,猎聘,能源/化工/环保,矿山,煤矿--海外地质工程师,猎头职位,某矿产开采公司,,,北京,北京,统招本科,5-10年,35-45k,,,,https://www.liepin.com/a/76106469.shtml,20260527165108,,,,
5523,猎聘,能源/化工/环保,矿山,矿业项目机械施工调试岗位（需要驻外）,猎头职位,某知名公司,5000-10000人,,北京,北京,大专,5-10年,50-60k,,,,https://www.liepin.com/a/75492833.shtml,20260511093443,,,,
5524,猎聘,能源/化工/环保,矿山,高精地图定位工程师 （高精地图算法开发）,猎头职位,某北京大型批发/零售公司,10000人以上,,北京,北京,统招本科,3年以上,30-60k·13薪,,,,https://www.liepin.com/a/76303513.shtml,20260602113904,,,,
5525,猎聘,能源/化工/环保,矿山,地质工程师,猎头职位,某北京人力资源服务公司,50-99人,,北京,北京,本科,10年以上,30-40k,,,,https://www.liepin.com/a/74934579.shtml,20260609102847,,,,
5526,猎聘,能源/化工/环保,矿山,规控算法工程师,猎头职位,某知名公司,10000人以上,,北京,北京-昌平区,统招本科,5-10年,45-75k·16薪,,,,https://www.liepin.com/a/74658695.shtml,20260602153334,,,,
5527,猎聘,能源/化工/环保,矿山,专业工程师（土建，海外）,猎头职位,某北京矿产开采上市公司,10000人以上,,北京,北京,统招本科,5-7年,35-50k,,,,https://www.liepin.com/a/73927195.shtml,20260326142005,,,,
5528,猎聘,能源/化工/环保,矿山,高精地图定位工程师 （高精地图制图工具链开发）,猎头职位,某北京大型批发/零售公司,10000人以上,,北京,北京,统招本科,3年以上,30-60k·13薪,,,,https://www.liepin.com/a/76303719.shtml,20260602114106,,,,
5529,猎聘,能源/化工/环保,矿山,选矿机械设计工程师,猎头职位,某知名公司,5000-10000人,,北京,北京,统招本科,经验不限,18-35k,,,,https://www.liepin.com/a/75855449.shtml,20260520104603,,,,
5530,猎聘,能源/化工/环保,矿山,高精地图定位工程师,猎头职位,某北京大型批发/零售公司,10000人以上,,北京,北京,统招本科,5年以上,30-60k,,,,https://www.liepin.com/a/73753307.shtml,20260602111251,,,,
5531,猎聘,能源/化工/环保,矿山,海外销售经理,猎头职位,某北京机械/设备公司,1-49人,,北京,北京,统招本科,经验不限,20-30k·15薪,,,,https://www.liepin.com/a/75533511.shtml,20260511171200,,,,
5532,猎聘,能源/化工/环保,矿山,微电网负责人,猎头职位,某北京其他商务服务业公司,,,北京,北京,学历不限,5-10年,30-55k,,,,https://www.liepin.com/a/75726581.shtml,20260521101807,,,,
5533,猎聘,能源/化工/环保,矿山,锂矿贸易业务主管,猎头职位,某国内矿产开采上市公司,1000-2000人,,北京,北京,统招本科,3-5年,20-30k·18薪,,,,https://www.liepin.com/a/75704461.shtml,20260515105236,,,,
5534,猎聘,能源/化工/环保,矿山,机械调试经理,猎头职位,某知名公司,5000-10000人,,北京,北京,统招本科,经验不限,25-50k,,,,https://www.liepin.com/a/76073891.shtml,20260526160537,,,,
5535,猎聘,能源/化工/环保,矿山,高精地图定位工程师,猎头职位,某长沙机械/设备上市公司,10000人以上,,北京,北京,本科,3-5年,30-60k·15薪,,,,https://www.liepin.com/a/76251189.shtml,20260601113453,,,,
5536,猎聘,能源/化工/环保,矿山,选矿工程师（俄罗斯）,猎头职位,某知名公司,5000-10000人,,北京,北京,本科,5年以上,35-45k,,,,https://www.liepin.com/a/76351861.shtml,20260609190113,,,,
5537,猎聘,能源/化工/环保,矿山,仪表工程师（需海外经验）,猎头职位,某知名公司,5000-10000人,,北京,北京,统招本科,5-10年,25-45k,,,,https://www.liepin.com/a/74606909.shtml,20260414111133,,,,
5538,猎聘,能源/化工/环保,矿山,葡萄牙语商务翻译（大宗商品 / 铁矿石方向）,猎头职位,某知名公司,100-499人,,北京,北京,统招本科,3-5年,15-20k,,,,https://www.liepin.com/a/74723985.shtml,20260526172129,,,,
5539,猎聘,能源/化工/环保,矿山,大客户总监（华北区域）,猎头职位,某武汉电子/半导体/集成电路公司,100-499人,,北京,北京,统招本科,3-5年,15-25k,,,,https://www.liepin.com/a/74600359.shtml,20260528151058,,,,
5540,猎聘,能源/化工/环保,矿山,工程技术总监,猎头职位,某知名公司,,,北京,北京,本科,10年以上,30-40k,,,,https://www.liepin.com/a/75629635.shtml,20260513153500,,,,
5541,猎聘,能源/化工/环保,矿山,地质工程师,猎头职位,某北京计算机软件公司,50-99人,,北京,北京,大专,10年以上,30-45k,,,,https://www.liepin.com/a/73724979.shtml,20260414131805,,,,
5542,猎聘,能源/化工/环保,矿山,工程技术总监,猎头职位,某北京新能源公司,100-499人,,北京,北京,学历不限,5-10年,25-50k,,,,https://www.liepin.com/a/75727533.shtml,20260522175445,,,,
5543,猎聘,能源/化工/环保,矿山,机械设备工程师(海外，施工),猎头职位,某北京矿产开采上市公司,10000人以上,,北京,北京,统招本科,5-7年,35-50k,,,,https://www.liepin.com/a/73703837.shtml,20260515105609,,,,
5544,猎聘,能源/化工/环保,矿山,自动化工程师（矿山自动化智能化方向,企业职位,某国内大型电气机械/器材公司,10000人以上,,上海,上海,统招本科,3-5年,15-25k,,,,https://www.liepin.com/a/75572857.shtml,20260512143944,,,,
5545,猎聘,能源/化工/环保,矿山,技术总监/技术总工程师（矿山机械）,企业职位,河北澳金机械设备有限公司,100-499人,,上海,上海-闵行区,本科,10年以上,40-70k,,,,https://www.liepin.com/job/1981450599.shtml,20260518112650,,,,
5546,猎聘,能源/化工/环保,矿山,机械技术部经理/总监（渣浆泵/矿山机械）,企业职位,河北澳金机械设备有限公司,100-499人,,上海,上海-闵行区,本科,10年以上,40-70k,,,,https://www.liepin.com/job/1982786041.shtml,20260522175039,,,,
5547,猎聘,能源/化工/环保,矿山,矿山机电设备经理/主管（外派）,企业职位,某知名上市公司,10000人以上,,上海,上海,本科,5-10年,50-80k,,,,https://www.liepin.com/a/76028891.shtml,20260525170104,,,,
5548,猎聘,能源/化工/环保,矿山,地质专家，具有10年以上矿山地质或地勘院工作经验【福建上班，世界500强国企】,企业职位,某国内矿产开采上市公司,10000人以上,,上海,上海,本科,5-10年,60-90k·13薪,,,,https://www.liepin.com/a/73857707.shtml,20260609160902,,,,
5549,猎聘,能源/化工/环保,矿山,矿山机械设计工程师（偏技术支持）,企业职位,某上海贸易进出口公司,50-99人,,上海,上海,统招本科,5-10年,15-30k·13薪,,,,https://www.liepin.com/a/75055817.shtml,20260601102429,,,,
5550,猎聘,能源/化工/环保,矿山,装备处处长/处级主办/副处长/装备管理，优先矿山机械方向，可拓宽至冶金、化工企业机械岗位人才。【福建上班，世界500强国企】,企业职位,某国内矿产开采上市公司,10000人以上,,上海,上海,本科,5-10年,25-50k,,,,https://www.liepin.com/a/73860515.shtml,20260609160901,,,,
5551,猎聘,能源/化工/环保,矿山,矿山设备技术经理,企业职位,某国内机械/设备公司,100-499人,,上海,上海,大专,5年以上,25-40k,,,,https://www.liepin.com/a/74730459.shtml,20260416155240,,,,
5552,猎聘,能源/化工/环保,矿山,机械设备安全管理员，负责集团各矿山单位机电设备或者矿用工程车辆的安全管理工作 【福建上班，世界500强国企】,企业职位,某国内矿产开采上市公司,10000人以上,,上海,上海,学历不限,5-10年,25-35k,,,,https://www.liepin.com/a/73857293.shtml,20260609160902,,,,
5553,猎聘,能源/化工/环保,矿山,销售总监-矿山,企业职位,某世界500强电气机械/器材公司,10000人以上,,上海,上海,本科,经验不限,25-50k·20薪,,,,https://www.liepin.com/a/75588753.shtml,20260512172637,,,,
5554,猎聘,能源/化工/环保,矿山,矿山成套项目总监北京长沙昆山上海可以base,企业职位,某多元化跨国集团公司,10000人以上,,上海,上海,学历不限,5-10年,30-60k·16薪,,,,https://www.liepin.com/a/75578511.shtml,20260513142010,,,,
5555,猎聘,能源/化工/环保,矿山,地灾防治专家，具有10年以上的矿山地质灾害防治经验 ，熟悉矿山现场【福建上班，世界500强国企】,企业职位,某国内矿产开采上市公司,10000人以上,,上海,上海,本科,5-10年,25-30k·13薪,,,,https://www.liepin.com/a/73857433.shtml,20260609160902,,,,
5556,猎聘,能源/化工/环保,矿山,矿山机械设计工程师,企业职位,某上海贸易进出口公司,50-99人,,上海,上海,本科,5-10年,20-25k·14薪,,,,https://www.liepin.com/a/74804813.shtml,20260520092147,,,,
5557,猎聘,能源/化工/环保,矿山,销售总监（矿山设备销售+商务英语口语过关）,企业职位,某西安人力资源服务公司,100-499人,,上海,上海,统招本科,5-10年,50-80k,,,,https://www.liepin.com/a/75897839.shtml,20260521102826,,,,
5558,猎聘,能源/化工/环保,矿山,地质工程师（矿山）外派,企业职位,广东中爆企业管理服务有限公司,50-99人,,上海,上海,学历不限,经验不限,30-40k,,,,https://www.liepin.com/job/1981894739.shtml,20260603101848,,,,
5559,猎聘,能源/化工/环保,矿山,机电专家，具有10年以上矿山机电管理等相关领域工作经历【福建上班，世界500强国企】,企业职位,某国内矿产开采上市公司,10000人以上,,上海,上海,本科,5-10年,60-90k·13薪,,,,https://www.liepin.com/a/73857839.shtml,20260609160902,,,,
