序号,招聘平台,岗位类型一级,岗位类型二级,岗位名称,岗位类型企业/公务员/事业单位/军队文职,公司名称,公司规模,所在省份,城市,详细地址,学历要求,经验要求,薪资范围,福利标签,工作内容,任职要求,岗位链接,发布时间,投递起始时间,投递截止时间,证书要求,备注（技能要求）
5212,猎聘,能源/化工/环保,矿山,标书制作专员（矿山行业）,企业职位,北京威渼信息科技有限公司,1-49人,,北京,北京-朝阳区,本科,3-5年,8-10k,,,,https://www.liepin.com/job/1973207195.shtml,20250318142441,,,,
5213,猎聘,能源/化工/环保,矿山,矿山地质环境治理、矿产资源规划及地灾人员,企业职位,世空科技有限责任公司,,,北京,北京-丰台区,本科,经验不限,4-8k,,,,https://www.liepin.com/job/1942295687.shtml,20210818113826,,,,
5214,猎聘,能源/化工/环保,矿山,矿山项目矿长,企业职位,某国内大型金属制品公司,10000人以上,,北京,北京,统招本科,10年以上,70-100k·14薪,,,,https://www.liepin.com/a/75829581.shtml,20260609111700,,,,
5215,猎聘,能源/化工/环保,矿山,矿山施工技术负责人,企业职位,中国恩菲工程技术有限公司,2000-5000人,,北京,北京-海淀区,本科,5-10年,18-25k,,,,https://www.liepin.com/job/1960938293.shtml,20260608111057,,,,
5216,猎聘,能源/化工/环保,矿山,组织绩效经理（矿山行业）,企业职位,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,8年以上,20-35k,,,,https://www.liepin.com/job/1978606827.shtml,20260529103626,,,,
5217,猎聘,能源/化工/环保,矿山,变频器高级应用工程师（石油or化工or矿山）,企业职位,某北京电力/热力/燃气/水务上市公司,10000人以上,,北京,北京-昌平区,统招本科,5-10年,20-35k·14薪,,,,https://www.liepin.com/a/75893049.shtml,20260605171856,,,,
5218,猎聘,能源/化工/环保,矿山,央企项目矿山商务经理 ,企业职位,某知名公司,5000-10000人,,北京,北京,本科,3-5年,20-40k·13薪,,,,https://www.liepin.com/a/73832211.shtml,20260609090122,,,,
5219,猎聘,能源/化工/环保,矿山,企管副总监（矿山行业）,企业职位,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,3年以上,30-50k·13薪,,,,https://www.liepin.com/job/1976611663.shtml,20260324135844,,,,
5220,猎聘,能源/化工/环保,矿山,矿山设备销售经理,企业职位,北方中星(北京)机械钻具有限公司,1-49人,,北京,北京,大专,5-10年,15-20k,,,,https://www.liepin.com/job/1982852275.shtml,20260526083519,,,,
5221,猎聘,能源/化工/环保,矿山,营销副总（偏工程机械，矿山，矿卡方向）,企业职位,智锂物联,100-499人,,北京,北京-海淀区,本科,10年以上,50-70k,,,,https://www.liepin.com/job/1973905819.shtml,20260320112746,,,,
5222,猎聘,能源/化工/环保,矿山,井下矿山安全工程师,企业职位,金诚信,10000人以上,,北京,北京-丰台区,本科,1-3年,10-15k,,,,https://www.liepin.com/job/1970139033.shtml,20250618184522,,,,
5223,猎聘,能源/化工/环保,矿山,项目开发经理，矿山,企业职位,海安橡胶集团股份公司,1000-2000人,,北京,北京-朝阳区,统招本科,10年以上,25-40k·15薪,,,,https://www.liepin.com/job/1978388307.shtml,20260224091533,,,,
5224,猎聘,能源/化工/环保,矿山,基建部长（矿山，地上，井下）,企业职位,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,10年以上,30-60k,,,,https://www.liepin.com/job/1975143127.shtml,20260114141941,,,,
5225,猎聘,能源/化工/环保,矿山,矿山施工管理岗-海外,企业职位,中冶铜锌,2000-5000人,,北京,北京-朝阳区,统招本科,10年以上,15-20k·15薪,,,,https://www.liepin.com/job/1970224159.shtml,20251016160251,,,,
5226,猎聘,能源/化工/环保,矿山,矿山电气工程师,企业职位,金诚信,10000人以上,,北京,北京-丰台区,本科,3-5年,15-25k,,,,https://www.liepin.com/job/1964815687.shtml,20240221153531,,,,
5227,猎聘,能源/化工/环保,矿山,工程公司总经理（矿山工程）,企业职位,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,10年以上,30-50k,,,,https://www.liepin.com/job/1975143595.shtml,20250616140106,,,,
5228,猎聘,能源/化工/环保,矿山,高级质检、化验（矿山行业）,企业职位,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,5年以上,15-25k·13薪,,,,https://www.liepin.com/job/1976568777.shtml,20250818164629,,,,
5229,猎聘,能源/化工/环保,矿山,企管经营分析经理（矿山行业）,企业职位,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,10年以上,20-35k,,,,https://www.liepin.com/job/1976569545.shtml,20250818170039,,,,
5230,猎聘,能源/化工/环保,矿山,施工管理岗-矿山,企业职位,中冶铜锌,2000-5000人,,北京,北京-朝阳区,统招本科,10年以上,10-22k·15薪,,,,https://www.liepin.com/job/1971411427.shtml,20241213213914,,,,
5231,猎聘,能源/化工/环保,矿山,销售总监（农林矿山测地信类行业）,企业职位,数字绿土,100-499人,,北京,北京-海淀区,统招本科,5-10年,20-40k,,,,https://www.liepin.com/job/1971876183.shtml,20250110143745,,,,
5232,猎聘,能源/化工/环保,矿山,生产经营经理（矿山行业）,企业职位,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,5-10年,20-25k,,,,https://www.liepin.com/job/1965078245.shtml,20250204161413,,,,
5233,猎聘,能源/化工/环保,矿山,矿山设备销售经理/总监,企业职位,北京达尔斯特机械设备有限公司,1-49人,,北京,北京-大兴区,本科,5年以上,15-20k,,,,https://www.liepin.com/job/1978883349.shtml,20251203110657,,,,
5234,猎聘,能源/化工/环保,矿山,销售部长（智慧矿山行业）,企业职位,北京瑞华高科技术有限责任公司,100-499人,,北京,北京-海淀区,本科,5-10年,20-35k,,,,https://www.liepin.com/job/1952483075.shtml,20240426160318,,,,
5235,猎聘,能源/化工/环保,矿山,服务管理经理（矿山运营管理方向）,企业职位,三一集团,10000人以上,,北京,北京-昌平区,本科,3-5年,13-25k,,,,https://www.liepin.com/job/1977502993.shtml,20250926105311,,,,
5236,猎聘,能源/化工/环保,矿山,矿山技术支持主管,企业职位,利星行机械,1000-2000人,,北京,北京-通州区,统招本科,5-10年,11-25k,,,,https://www.liepin.com/job/1969192345.shtml,20240821132805,,,,
5237,猎聘,能源/化工/环保,矿山,矿山及冶金机械设备采购专员,企业职位,北京翼海建筑材料有限责任公司,1-49人,,北京,北京-海淀区,本科,1-3年,10-15k,,,,https://www.liepin.com/job/1955565813.shtml,20230128153024,,,,
5238,猎聘,能源/化工/环保,矿山,智能矿山解决方案工程师,企业职位,煤炭科学研究总院有限公司,100-499人,,北京,北京-朝阳区,硕士,3-5年,30-35k,,,,https://www.liepin.com/job/1951642311.shtml,20220804120545,,,,
5239,猎聘,能源/化工/环保,矿山,矿山行业销售,企业职位,河北史图戴斯科技有限公司,50-99人,,北京,北京,大专,1-3年,9-14k·14薪,,,,https://www.liepin.com/job/1966817333.shtml,20240509213600,,,,
5240,猎聘,能源/化工/环保,矿山,矿山建设计划控制工程师,企业职位,某知名公司,5000-10000人,,北京,北京,统招本科,3-5年,35-50k,,,,https://www.liepin.com/a/76348829.shtml,20260609090122,,,,
5241,猎聘,能源/化工/环保,矿山,海外矿山冶金类项目现场专业工程师（各专业）（印尼）,企业职位,中国恩菲工程技术有限公司,2000-5000人,,北京,北京-海淀区,大专,3-5年,10-20k,,,,https://www.liepin.com/job/1959112557.shtml,20260608111111,,,,
5242,猎聘,能源/化工/环保,矿山,海外矿山冶金类项目 专业项目经理（各专业）（印尼）,企业职位,中国恩菲工程技术有限公司,2000-5000人,,北京,北京-海淀区,统招本科,10年以上,22-35k,,,,https://www.liepin.com/job/1959120451.shtml,20260608111111,,,,
5243,猎聘,能源/化工/环保,矿山,矿山机械设备主管（长期海外出差）,企业职位,某矿产开采公司,1-49人,,北京,北京,大专,5-10年,30-50k,,,,https://www.liepin.com/a/73017329.shtml,20260427085240,,,,
5244,猎聘,能源/化工/环保,矿山,电气主管( 矿山冶炼 海外出差）,企业职位,某矿产开采公司,1-49人,,北京,北京,大专,10年以上,25-50k,,,,https://www.liepin.com/a/73716087.shtml,20260427085240,,,,
5245,猎聘,能源/化工/环保,矿山,土木结构主管（矿山冶炼行业 海外出差）,企业职位,某矿产开采公司,1-49人,,北京,北京,大专,10年以上,40-60k,,,,https://www.liepin.com/a/73786527.shtml,20260427085240,,,,
5246,猎聘,能源/化工/环保,矿山,QAQC 质量经理（矿山企业，海外出差）,企业职位,某矿产开采公司,1-49人,,北京,北京,大专,10年以上,40-60k,,,,https://www.liepin.com/a/74072029.shtml,20260427085240,,,,
5247,猎聘,能源/化工/环保,矿山,自动化工程师（矿业矿山）,企业职位,北京华夏建龙矿业科技有限公司,2000-5000人,,北京,北京-丰台区,统招本科,5-10年,20-30k·16薪,,,,https://www.liepin.com/job/1950838391.shtml,20230126225336,,,,
5248,猎聘,能源/化工/环保,矿山,矿山安全工程师,企业职位,北京华夏建龙矿业科技有限公司,2000-5000人,,北京,北京-丰台区,统招本科,5-10年,15-25k,,,,https://www.liepin.com/job/1960690681.shtml,20230810081222,,,,
5249,猎聘,能源/化工/环保,矿山,矿山电气工程总监-工程师,企业职位,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,10年以上,25-45k,,,,https://www.liepin.com/job/1978406137.shtml,20251112130749,,,,
5250,猎聘,能源/化工/环保,矿山,软件销售总监（矿山可视化领域）,企业职位,北京孪界科技有限公司,50-99人,,北京,北京-朝阳区,统招本科,3年以上,15-30k·13薪,,,,https://www.liepin.com/job/1975417683.shtml,20260309145555,,,,
5251,猎聘,能源/化工/环保,矿山,安全工程师（矿山）,企业职位,金诚信,10000人以上,,北京,北京-丰台区,本科,1-3年,10-15k,,,,https://www.liepin.com/job/1967929191.shtml,20240625132417,,,,
5252,猎聘,能源/化工/环保,矿山,高级强电（矿山行业）,企业职位,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,大专,10年以上,30-50k,,,,https://www.liepin.com/job/1972048493.shtml,20260114142042,,,,
5253,猎聘,能源/化工/环保,矿山,销售专家（智慧矿山）,企业职位,汇川技术,10000人以上,,北京,北京-东城区,本科,8年以上,30-40k·17薪,,,,https://www.liepin.com/job/1978696421.shtml,20251125110858,,,,
5254,猎聘,能源/化工/环保,矿山,招标负责人（矿山行业）,企业职位,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,10年以上,15-30k·13薪,,,,https://www.liepin.com/job/1975206789.shtml,20250618141515,,,,
5255,猎聘,能源/化工/环保,矿山,信息化项目经理（矿山行业）,企业职位,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,5-10年,20-40k,,,,https://www.liepin.com/job/1968103733.shtml,20250204161348,,,,
5256,猎聘,能源/化工/环保,矿山,产品规划经理（矿山 特检 水下 军工 核电）,企业职位,中海润集团,100-499人,,北京,北京-丰台区,统招本科,5-10年,16-30k,,,,https://www.liepin.com/job/1978090219.shtml,20251030111058,,,,
5257,猎聘,能源/化工/环保,矿山,矿山企管,企业职位,国城控股集团有限公司,5000-10000人,,北京,北京,本科,3-5年,8-12k,,,,https://www.liepin.com/job/1979114127.shtml,20251212163918,,,,
5258,猎聘,能源/化工/环保,矿山,金属平衡岗（矿山行业）,企业职位,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,10年以上,15-30k,,,,https://www.liepin.com/job/1972169461.shtml,20250207103844,,,,
5259,猎聘,能源/化工/环保,矿山,经营部经理或商务经理（市政工程/矿山/光伏能源方向）,企业职位,北京中科新元能源发展有限公司,100-499人,,北京,北京-朝阳区,统招本科,3-5年,15-22k,,,,https://www.liepin.com/job/1943996383.shtml,20211015161350,,,,
5260,猎聘,能源/化工/环保,矿山,工程设备管理,企业职位,某北京矿产开采上市公司,10000人以上,,北京,北京,本科,3-5年,35-50k,,,,https://www.liepin.com/a/76128745.shtml,20260527172133,,,,
5261,猎聘,能源/化工/环保,矿山,解决方案总监,企业职位,东土科技,2000-5000人,,北京,北京-石景山区,本科,5-10年,20-50k,,,,https://www.liepin.com/job/1981250685.shtml,20260529143632,,,,
5262,猎聘,能源/化工/环保,矿山,高级地质工程师,企业职位,某北京大型矿产开采公司,2000-5000人,,北京,北京,本科,10年以上,30-50k,,,,https://www.liepin.com/a/76265367.shtml,20260601152154,,,,
5263,猎聘,能源/化工/环保,矿山,采购主管,企业职位,希尔威矿业,5000-10000人,,北京,北京-朝阳区,统招本科,5年以上,30-60k,,,,https://www.liepin.com/job/1982856455.shtml,20260601153012,,,,
5264,猎聘,能源/化工/环保,矿山,工程设备管理岗（海外岗位）,企业职位,某知名公司,5000-10000人,,北京,北京,大专,1-3年,35-40k,,,,https://www.liepin.com/a/76291591.shtml,20260603093521,,,,
5265,猎聘,能源/化工/环保,矿山,工程设备管理岗（驻俄罗斯）,企业职位,某知名公司,5000-10000人,,北京,北京,大专,经验不限,35-50k,,,,https://www.liepin.com/a/76350989.shtml,20260609190113,,,,
5266,猎聘,能源/化工/环保,矿山,设备副总,企业职位,某国内矿产开采上市公司,10000人以上,,北京,北京,学历不限,经验不限,50-70k,,,,https://www.liepin.com/a/75653857.shtml,20260514095028,,,,
5267,猎聘,能源/化工/环保,矿山,设备管理（常驻海外）,企业职位,某知名公司,5000-10000人,,北京,北京,大专,经验不限,20-35k,,,,https://www.liepin.com/a/76420781.shtml,20260604161141,,,,
5268,猎聘,能源/化工/环保,矿山,财务经理（接受外派）,企业职位,中国华建投资控股有限公司,5000-10000人,,北京,北京-朝阳区,本科,5-10年,15-25k·13薪,,,,https://www.liepin.com/job/1983039011.shtml,20260601162146,,,,
5269,猎聘,能源/化工/环保,矿山,法务专家（营收200亿+多元化集团+看重矿产行业经验）,企业职位,某国内矿产开采上市公司,5000-10000人,,北京,北京-朝阳区,硕士,5-10年,30-60k,,,,https://www.liepin.com/a/75779269.shtml,20260602114623,,,,
5270,猎聘,能源/化工/环保,矿山,区域销售总监,企业职位,某南京大型整车制造公司,2000-5000人,,北京,北京,本科,5-10年,30-50k,,,,https://www.liepin.com/a/75616563.shtml,20260513115500,,,,
5271,猎聘,能源/化工/环保,矿山,造价工程师,企业职位,某北京大型化工公司,10000人以上,,北京,北京,硕士,5-10年,25-29k,,,,https://www.liepin.com/a/76357855.shtml,20260605102659,,,,
5272,猎聘,能源/化工/环保,矿山,技防专家,企业职位,某北京电子商务上市公司,10000人以上,,北京,北京,学历不限,10年以上,70-100k·15薪,,,,https://www.liepin.com/a/76352857.shtml,20260603113256,,,,
5273,猎聘,能源/化工/环保,矿山,完工工程师（base地俄罗斯）,企业职位,某知名公司,1-49人,,北京,北京,统招本科,5年以上,40-60k,,,,https://www.liepin.com/a/75508057.shtml,20260511120226,,,,
5274,猎聘,能源/化工/环保,矿山,工程设备管理岗（驻印尼/俄罗斯）,企业职位,某知名公司,5000-10000人,,北京,北京,大专,经验不限,35-40k,,,,https://www.liepin.com/a/67590139.shtml,20260608191723,,,,
5275,猎聘,能源/化工/环保,矿山,英语翻译,企业职位,北京江可国际技术有限公司,1-49人,,北京,北京-朝阳区,本科,3-5年,15-25k,,,,https://www.liepin.com/job/1982719661.shtml,20260608122833,,,,
5276,猎聘,能源/化工/环保,矿山,C++(v2v方向）,企业职位,踏歌智行,100-499人,,北京,北京-海淀区,本科,5年以上,35-65k·15薪,,,,https://www.liepin.com/job/1982682523.shtml,20260519190554,,,,
5277,猎聘,能源/化工/环保,矿山,内部审计经理,企业职位,盛达金属资源股份有限公司,2000-5000人,,北京,北京-丰台区,统招本科,10年以上,20-35k,,,,https://www.liepin.com/job/1975697299.shtml,20260518165422,,,,
5278,猎聘,能源/化工/环保,矿山,地质高级工程师,企业职位,某北京其他商务服务业公司,1-49人,,北京,北京,本科,5-10年,35-60k,,,,https://www.liepin.com/a/75585757.shtml,20260601145235,,,,
5279,猎聘,能源/化工/环保,矿山,矿产勘探,企业职位,中铁资源集团勘察设计有限公司,100-499人,,北京,北京-海淀区,本科,3年以上,15-30k,,,,https://www.liepin.com/job/1982593671.shtml,20260516194711,,,,
5280,猎聘,能源/化工/环保,矿山,地质工程师（总工）,企业职位,北京新华联资源开发有限公司,100-499人,,北京,北京-通州区,本科,10年以上,40-70k,,,,https://www.liepin.com/job/1981586559.shtml,20260602134414,,,,
5281,猎聘,能源/化工/环保,矿山,注册安全工程师,企业职位,某西安其他商务服务业公司,,,北京,北京,大专,10年以上,25-35k,,,,https://www.liepin.com/a/75308541.shtml,20260506162458,,,,
5282,猎聘,能源/化工/环保,矿山,法务专家,企业职位,某知名上市公司,10000人以上,,北京,北京,本科,经验不限,50-70k·16薪,,,,https://www.liepin.com/a/75683389.shtml,20260514163838,,,,
5283,猎聘,能源/化工/环保,矿山,安环部副经理,企业职位,某西安人力资源服务公司,100-499人,,北京,北京,学历不限,10年以上,30-35k,,,,https://www.liepin.com/a/72007627.shtml,20260603095059,,,,
5284,猎聘,能源/化工/环保,矿山,供应链管理,企业职位,瑞木镍钴管理(中冶)有限公司,5000-10000人,,北京,北京-朝阳区,统招本科,3-5年,13-18k,,,,https://www.liepin.com/job/1982934045.shtml,20260528092139,,,,
5285,猎聘,能源/化工/环保,矿山,环境/健康/安全管理,企业职位,某知名公司,5000-10000人,,北京,北京,本科,3-5年,30-50k,,,,https://www.liepin.com/a/76079359.shtml,20260526170700,,,,
5286,猎聘,能源/化工/环保,矿山,跨国矿业公司-高级采购专员,企业职位,某咨询服务公司,1-49人,,北京,北京,大专,3-5年,25-35k,,,,https://www.liepin.com/a/76342825.shtml,20260603094329,,,,
5287,猎聘,能源/化工/环保,矿山,BU HR负责人 - 强招聘 - 工业自动化,企业职位,某知名上市公司,1000-2000人,,北京,北京-石景山区,本科,10年以上,28-35k·15薪,,,,https://www.liepin.com/a/75210629.shtml,20260609090304,,,,
5288,猎聘,能源/化工/环保,矿山,工程设备管理岗,企业职位,某知名公司,5000-10000人,,北京,北京,本科,经验不限,25-40k,,,,https://www.liepin.com/a/76400605.shtml,20260604110330,,,,
5289,猎聘,能源/化工/环保,矿山,总经理,企业职位,某北京工程施工公司,100-499人,,北京,北京-海淀区,本科,10年以上,70-85k,,,,https://www.liepin.com/a/75659537.shtml,20260514104547,,,,
5290,猎聘,能源/化工/环保,矿山,总裁助理,企业职位,某大连批发/零售公司,100-499人,,北京,北京-海淀区,本科,5-10年,30-50k,,,,https://www.liepin.com/a/75129409.shtml,20260608112727,,,,
5291,猎聘,能源/化工/环保,矿山,融资租赁经理,企业职位,踏歌智行,100-499人,,北京,北京-海淀区,统招本科,3-5年,15-25k,,,,https://www.liepin.com/job/1980272705.shtml,20260604163318,,,,
5292,猎聘,能源/化工/环保,矿山,采购资深/高级经理/经理/主管,企业职位,上商控股,100-499人,,北京,北京-丰台区,大专,5年以上,20-40k,,,,https://www.liepin.com/job/1978706783.shtml,20260608090853,,,,
5293,猎聘,能源/化工/环保,矿山,副总经理（地质方向）,企业职位,北京新华联资源开发有限公司,100-499人,,北京,北京-通州区,本科,10年以上,50-80k,,,,https://www.liepin.com/job/1975902197.shtml,20260506093225,,,,
5294,猎聘,能源/化工/环保,矿山,出海负责人,企业职位,金茂智慧交通科技有限公司北京分公司,100-499人,,北京,北京-朝阳区,本科,8年以上,40-70k,,,,https://www.liepin.com/job/1982816507.shtml,20260525104005,,,,
5295,猎聘,能源/化工/环保,矿山,锂矿贸易主管（矿企，北京岗位）,企业职位,某知名公司,1-49人,,北京,北京,学历不限,经验不限,17-28k·18薪,,,,https://www.liepin.com/a/75729315.shtml,20260609092344,,,,
5296,猎聘,能源/化工/环保,矿山,C++软件开发工程师,企业职位,踏歌智行,100-499人,,北京,北京-海淀区,统招本科,5年以上,25-50k·15薪,,,,https://www.liepin.com/job/1979877753.shtml,20260604163318,,,,
5297,猎聘,能源/化工/环保,矿山,环保工程师,企业职位,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,5年以上,15-25k,,,,https://www.liepin.com/job/1982046847.shtml,20260609085459,,,,
5298,猎聘,能源/化工/环保,矿山,设备管理,企业职位,某北京批发/零售上市公司,5000-10000人,,北京,北京,统招本科,5-10年,20-40k,,,,https://www.liepin.com/a/75943477.shtml,20260527143735,,,,
5299,猎聘,能源/化工/环保,矿山,出海业务负责人,企业职位,某知名公司,100-499人,,北京,北京,本科,10年以上,90-120k,,,,https://www.liepin.com/a/75665411.shtml,20260514115051,,,,
5300,猎聘,能源/化工/环保,矿山,工程设备管理岗,企业职位,某知名公司,5000-10000人,,北京,北京,统招本科,经验不限,25-40k,,,,https://www.liepin.com/a/75747513.shtml,20260518085122,,,,
5301,猎聘,能源/化工/环保,矿山,金属矿业总经理（北京、海外两地）,企业职位,内蒙古文华,1-49人,,北京,北京-朝阳区,统招本科,7年以上,70-80k,,,,https://www.liepin.com/job/1976862109.shtml,20260606101422,,,,
5302,猎聘,能源/化工/环保,矿山,选矿工程师,企业职位,希尔威矿业,5000-10000人,,北京,北京-朝阳区,统招本科,3年以上,30-60k,,,,https://www.liepin.com/job/1982743885.shtml,20260601153012,,,,
5303,猎聘,能源/化工/环保,矿山,工程设备管理岗,企业职位,某知名公司,5000-10000人,,北京,北京,本科,5-10年,25-45k·15薪,,,,https://www.liepin.com/a/75908357.shtml,20260609090122,,,,
5304,猎聘,能源/化工/环保,矿山,法务专家,企业职位,某国内矿产开采上市公司,5000-10000人,,北京,北京,硕士,5-10年,30-45k·15薪,,,,https://www.liepin.com/a/75632283.shtml,20260608093818,,,,
5305,猎聘,能源/化工/环保,矿山,建筑结构设计岗（工业项目/国企/选矿厂）,企业职位,某知名公司,5000-10000人,,北京,北京,本科,5-10年,30-50k·15薪,,,,https://www.liepin.com/a/76203909.shtml,20260609182703,,,,
5306,猎聘,能源/化工/环保,矿山,锂盐采购专家,企业职位,某国内大型新能源公司,10000人以上,,北京,北京,统招本科,5-10年,20-25k,,,,https://www.liepin.com/a/75436895.shtml,20260609141134,,,,
5307,猎聘,能源/化工/环保,矿山,地质勘探专家(J11536),企业职位,旭阳集团,10000人以上,,北京,北京-丰台区,大专,10年以上,薪资面议,,,,https://www.liepin.com/job/1981733029.shtml,20260414102403,,,,
5308,猎聘,能源/化工/环保,矿山,海外微电网解决方案经理/售前经理(J13632),企业职位,杰瑞股份,5000-10000人,,北京,北京-大兴区,统招本科,5年以上,25-50k·15薪,,,,https://www.liepin.com/job/1982413117.shtml,20260511110306,,,,
5309,猎聘,能源/化工/环保,矿山,物流仓储总监,企业职位,某国内大型矿产开采公司,10000人以上,,北京,北京,本科,经验不限,30-50k,,,,https://www.liepin.com/a/75623107.shtml,20260603103053,,,,
5310,猎聘,能源/化工/环保,矿山,算法工程师,企业职位,某知名公司,10000人以上,,北京,北京-昌平区,统招本科,3-5年,30-60k·16薪,,,,https://www.liepin.com/a/76268141.shtml,20260601155125,,,,
5311,猎聘,能源/化工/环保,矿山,规划&控制算法工程师/专家,企业职位,某长沙机械/设备上市公司,10000人以上,,北京,北京,硕士,经验不限,50-80k·15薪,,,,https://www.liepin.com/a/76401127.shtml,20260604110920,,,,
5312,猎聘,能源/化工/环保,矿山,高级地质工程师,企业职位,河南发恩德矿业有限公司,1000-2000人,,北京,北京,本科,5-10年,16-24k·13薪,,,,https://www.liepin.com/job/1948640753.shtml,20260524144622,,,,
5313,猎聘,能源/化工/环保,矿山,选冶工程师（负责人）,企业职位,某知名公司,,,北京,北京,学历不限,经验不限,30-40k,,,,https://www.liepin.com/a/76322979.shtml,20260602161339,,,,
5314,猎聘,能源/化工/环保,矿山,产品经理,企业职位,某北京计算机软件公司,100-499人,,北京,北京,硕士,5-10年,25-35k,,,,https://www.liepin.com/a/76343441.shtml,20260603094951,,,,
5315,猎聘,能源/化工/环保,矿山,感知算法工程师(J10728),企业职位,临工重机,1000-2000人,,北京,北京-大兴区,本科,1年以上,20-40k,,,,https://www.liepin.com/job/1983160365.shtml,20260604161952,,,,
5316,猎聘,能源/化工/环保,矿山,出海业务负责人,企业职位,某北京其他商务服务业公司,,,北京,北京,学历不限,5-10年,30-60k,,,,https://www.liepin.com/a/75726629.shtml,20260521101807,,,,
5317,猎聘,能源/化工/环保,矿山,出海业务负责人（无人矿卡）,企业职位,某北京其他商务服务业公司,,,北京,北京,本科,10年以上,50-60k,,,,https://www.liepin.com/a/75526791.shtml,20260511160305,,,,
5318,猎聘,能源/化工/环保,矿山,安全总监,企业职位,某知名公司,100-499人,,北京,北京,大专,5年以上,15-20k,,,,https://www.liepin.com/a/74859851.shtml,20260516110141,,,,
5319,猎聘,能源/化工/环保,矿山,总经理,企业职位,某北京科技推广服务公司,50-99人,,北京,北京-海淀区,统招本科,10年以上,40-70k,,,,https://www.liepin.com/a/75601029.shtml,20260513091306,,,,
5320,猎聘,能源/化工/环保,矿山,建筑专业工程师（央企/墙板装修方向/工业项目）,企业职位,某知名公司,5000-10000人,,北京,北京,本科,5-10年,30-40k·15薪,,,,https://www.liepin.com/a/75944493.shtml,20260609182703,,,,
5321,猎聘,能源/化工/环保,矿山,机电机械工程师,企业职位,河南发恩德矿业有限公司,1000-2000人,,北京,北京-朝阳区,大专,5-10年,20-40k,,,,https://www.liepin.com/job/1973487559.shtml,20260524144605,,,,
5322,猎聘,能源/化工/环保,矿山,建筑专业工程师(墙板、装修、设计方向),企业职位,某知名公司,5000-10000人,,北京,北京,本科,3-5年,35-60k,,,,https://www.liepin.com/a/76378729.shtml,20260603172928,,,,
5323,猎聘,能源/化工/环保,矿山,产品经理（生产调度）,企业职位,某北京计算机软件公司,100-499人,,北京,北京,硕士,3-5年,30-45k·15薪,,,,https://www.liepin.com/a/76345835.shtml,20260603101252,,,,
5324,猎聘,能源/化工/环保,矿山,油气/智慧工厂售前总监,企业职位,东土科技,2000-5000人,,北京,北京-石景山区,本科,5年以上,20-40k,,,,https://www.liepin.com/job/1981257377.shtml,20260327131346,,,,
5325,猎聘,能源/化工/环保,矿山,调试工程师（液压元件、外企）,企业职位,某上海机械/设备公司,50-99人,,北京,北京,统招本科,3-5年,18-23k·14薪,,,,https://www.liepin.com/a/76210453.shtml,20260603150240,,,,
5326,猎聘,能源/化工/环保,矿山,现场施工管理,企业职位,某知名公司,5000-10000人,,北京,北京,本科,3-5年,25-45k,,,,https://www.liepin.com/a/74078039.shtml,20260331134155,,,,
5327,猎聘,能源/化工/环保,矿山,海外电站项目开发经理-新能源电站等，做海外市场,企业职位,某国内大型新能源公司,500-999人,,北京,北京,本科,10年以上,30-50k·16薪,,,,https://www.liepin.com/a/73660993.shtml,20260609091006,,,,
5328,猎聘,能源/化工/环保,矿山,现场施工管理,企业职位,某知名公司,5000-10000人,,北京,北京,本科,3-5年,30-45k,,,,https://www.liepin.com/a/74078137.shtml,20260331134317,,,,
5329,猎聘,能源/化工/环保,矿山,财务总监（央企正式编/国际工程/外派海外岗）,企业职位,某知名公司,5000-10000人,,北京,北京,本科,5-10年,70-100k·15薪,,,,https://www.liepin.com/a/75460857.shtml,20260609182703,,,,
5330,猎聘,能源/化工/环保,矿山,土建项目经理,企业职位,某长沙矿产开采公司,100-499人,,北京,北京,统招本科,5-10年,30-40k,,,,https://www.liepin.com/a/75699241.shtml,20260602100209,,,,
5331,猎聘,能源/化工/环保,矿山,设备副总,企业职位,金诚信,10000人以上,,北京,北京-丰台区,本科,10年以上,50-70k,,,,https://www.liepin.com/job/1971939865.shtml,20250115100858,,,,
5332,猎聘,能源/化工/环保,矿山,土建工程师（驻外）,企业职位,某知名公司,5000-10000人,,北京,北京,本科,5-10年,30-50k,,,,https://www.liepin.com/a/75509771.shtml,20260527173711,,,,
5333,猎聘,能源/化工/环保,矿山,中色紫金-地质工程师,企业职位,紫金矿业集团股份有限公司,10000人以上,,北京,北京-朝阳区,本科,5-10年,薪资面议,,,,https://www.liepin.com/job/1982414751.shtml,20260511112644,,,,
