序号,招聘平台,岗位类型一级,岗位类型二级,岗位名称,岗位类型企业/公务员/事业单位/军队文职,公司名称,公司规模,所在省份,城市,详细地址,学历要求,经验要求,薪资范围,福利标签,工作内容,任职要求,岗位链接,发布时间,投递起始时间,投递截止时间,证书要求,备注（技能要求）,岗位类型一级,岗位类型二级,"岗位类型
企业/公务员/事业单位/军队文职"
3097,猎聘,,,招聘水产养殖技术员,,江苏连深海洋科技有限公司,张先生·招聘经理/主管,,连云港-赣榆区,,大专,经验不限,5-9k,,,,https://www.liepin.com/job/1979932271.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_79932271%3A1%3Add9deffb-231f-4dc3-a9e6-b0fad4d5fb5d&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=31&skId=13niyu7yak9g37p7idxuu2wor05mlgt8&fkId=13niyu7yak9g37p7idxuu2wor05mlgt8&ckId=13niyu7yak9g37p7idxuu2wor05mlgt8&sfrom=search_job_pc&curPage=0&pageSize=40&index=31,,,,,行业标签: 农/林/牧/渔50-99人 | 搜索关键词: 水产养殖,政府/非营利/农林牧渔,农林牧渔,企业职位
3098,猎聘,,,招聘水产养殖经理,,泽汇渔业(光泽)有限公司,刘先生·行政经理,,南平-光泽县,,本科,5-10年,15-20k,,,,https://www.liepin.com/job/1977989543.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_77989543%3A1%3Add9deffb-231f-4dc3-a9e6-b0fad4d5fb5d&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=32&skId=13niyu7yak9g37p7idxuu2wor05mlgt8&fkId=13niyu7yak9g37p7idxuu2wor05mlgt8&ckId=13niyu7yak9g37p7idxuu2wor05mlgt8&sfrom=search_job_pc&curPage=0&pageSize=40&index=32,,,,,行业标签: 农/林/牧/渔100-499人 | 搜索关键词: 水产养殖,政府/非营利/农林牧渔,农林牧渔,企业职位
3099,猎聘,,,招聘水产养殖技术员,,湖北至正天辰生物科技有限公司,罗女士·人事主管3天前在线,湖北省,武汉-江夏区,,大专,1-3年,8-12k,,,,https://www.liepin.com/job/1959935059.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_59935059%3A1%3Add9deffb-231f-4dc3-a9e6-b0fad4d5fb5d&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=33&skId=13niyu7yak9g37p7idxuu2wor05mlgt8&fkId=13niyu7yak9g37p7idxuu2wor05mlgt8&ckId=13niyu7yak9g37p7idxuu2wor05mlgt8&sfrom=search_job_pc&curPage=0&pageSize=40&index=33,,,,,行业标签: 农/林/牧/渔100-499人 | 搜索关键词: 水产养殖,政府/非营利/农林牧渔,农林牧渔,企业职位
3100,猎聘,,,招聘水产养殖技术员,,小藻科技(安吉)有限公司,胡女士2天前在线,,防城港-港口区,,大专,1-3年,5-6k,,,,https://www.liepin.com/job/1981142327.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_81142327%3A1%3Add9deffb-231f-4dc3-a9e6-b0fad4d5fb5d&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=34&skId=13niyu7yak9g37p7idxuu2wor05mlgt8&fkId=13niyu7yak9g37p7idxuu2wor05mlgt8&ckId=13niyu7yak9g37p7idxuu2wor05mlgt8&sfrom=search_job_pc&curPage=0&pageSize=40&index=34,,,,,行业标签: 农/林/牧/渔C轮100-499人 | 搜索关键词: 水产养殖,政府/非营利/农林牧渔,农林牧渔,企业职位
3101,猎聘,,,招聘水产养殖技术员,,广东永俊科技投资发展有限公司,陈先生·董事长2天前在线,,肇庆-高要区,,本科,经验不限,10-15k,,,,https://www.liepin.com/job/1976871973.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_76871973%3A1%3Add9deffb-231f-4dc3-a9e6-b0fad4d5fb5d&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=35&skId=13niyu7yak9g37p7idxuu2wor05mlgt8&fkId=13niyu7yak9g37p7idxuu2wor05mlgt8&ckId=13niyu7yak9g37p7idxuu2wor05mlgt8&sfrom=search_job_pc&curPage=0&pageSize=40&index=35,,,,,行业标签: 基金/证券/期货1-49人 | 搜索关键词: 水产养殖,政府/非营利/农林牧渔,农林牧渔,企业职位
3102,猎聘,,,招聘水产养殖技术员,,通用海洋生态工程(北京)有限公司,胡女士·人事经理,北京市,北京-西城区,,统招本科,3年以上,薪资面议,,,,https://www.liepin.com/job/1976377599.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_76377599%3A1%3Add9deffb-231f-4dc3-a9e6-b0fad4d5fb5d&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=36&skId=13niyu7yak9g37p7idxuu2wor05mlgt8&fkId=13niyu7yak9g37p7idxuu2wor05mlgt8&ckId=13niyu7yak9g37p7idxuu2wor05mlgt8&sfrom=search_job_pc&curPage=0&pageSize=40&index=36,,,,,行业标签: 农/林/牧/渔融资未公开1-49人 | 搜索关键词: 水产养殖,政府/非营利/农林牧渔,农林牧渔,企业职位
3103,猎聘,,,招聘水产养殖技术员,,曲靖元心投资有限公司,韩女士·人事主管3天前在线,,玉林-玉州区,,中专/中技,1-3年,7-8k,,,,https://www.liepin.com/job/1980761853.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_80761853%3A1%3Add9deffb-231f-4dc3-a9e6-b0fad4d5fb5d&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=37&skId=13niyu7yak9g37p7idxuu2wor05mlgt8&fkId=13niyu7yak9g37p7idxuu2wor05mlgt8&ckId=13niyu7yak9g37p7idxuu2wor05mlgt8&sfrom=search_job_pc&curPage=0&pageSize=40&index=37,,,,,行业标签: 农/林/牧/渔500-999人 | 搜索关键词: 水产养殖,政府/非营利/农林牧渔,农林牧渔,企业职位
3104,猎聘,,,招聘水产养殖技术员,,威海火柴文化传媒有限公司,王女士·运营专员,,威海-荣成,,学历不限,经验不限,7-12k,,,,https://www.liepin.com/job/1976956501.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_76956501%3A1%3Add9deffb-231f-4dc3-a9e6-b0fad4d5fb5d&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=38&skId=13niyu7yak9g37p7idxuu2wor05mlgt8&fkId=13niyu7yak9g37p7idxuu2wor05mlgt8&ckId=13niyu7yak9g37p7idxuu2wor05mlgt8&sfrom=search_job_pc&curPage=0&pageSize=40&index=38,,,,,行业标签: 文化艺术业50-99人 | 搜索关键词: 水产养殖,政府/非营利/农林牧渔,农林牧渔,企业职位
3105,猎聘,,,招聘内控专员,,广东海兴农集团有限公司,龚女士·HR,广东省,广州-番禺区,,本科,经验不限,8-13k,,,,https://www.liepin.com/job/1979217707.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_79217707%3A1%3Add9deffb-231f-4dc3-a9e6-b0fad4d5fb5d&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=39&skId=13niyu7yak9g37p7idxuu2wor05mlgt8&fkId=13niyu7yak9g37p7idxuu2wor05mlgt8&ckId=13niyu7yak9g37p7idxuu2wor05mlgt8&sfrom=search_job_pc&curPage=0&pageSize=40&index=39,,,,,行业标签: 培训服务融资未公开50-99人 | 搜索关键词: 水产养殖,政府/非营利/农林牧渔,农林牧渔,企业职位
3106,猎聘,,,招聘水产养殖主管,,朴朴,包女士·人才供应与发展2小时前在线,福建省,福州-马尾区,,大专,3年以上,8-13k·13薪,,,,https://www.liepin.com/job/1977827473.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_77827473%3A1%3Add9deffb-231f-4dc3-a9e6-b0fad4d5fb5d&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=40&skId=13niyu7yak9g37p7idxuu2wor05mlgt8&fkId=13niyu7yak9g37p7idxuu2wor05mlgt8&ckId=13niyu7yak9g37p7idxuu2wor05mlgt8&sfrom=search_job_pc&curPage=0&pageSize=40&index=40,,,,,行业标签: 电子商务C轮10000人以上 | 搜索关键词: 水产养殖,政府/非营利/农林牧渔,农林牧渔,企业职位
3107,猎聘,,,招聘水产养殖场场长-3人,,江苏水霖渔业有限公司,夏女士·人事经理2天前在线,,遂宁-大英县,,本科,5年以上,8-12k,,,,https://www.liepin.com/job/1977969247.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_77969247%3A1%3Add9deffb-231f-4dc3-a9e6-b0fad4d5fb5d&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=41&skId=13niyu7yak9g37p7idxuu2wor05mlgt8&fkId=13niyu7yak9g37p7idxuu2wor05mlgt8&ckId=13niyu7yak9g37p7idxuu2wor05mlgt8&sfrom=search_job_pc&curPage=0&pageSize=40&index=41,,,,,行业标签: 专业技术服务50-99人 | 搜索关键词: 水产养殖,政府/非营利/农林牧渔,农林牧渔,企业职位
3108,猎聘,,,招聘研发管培生,,某郑州大型整车制造公司,雷先生·猎头顾问,河南省,郑州,,硕士,1年以下,20-30k·13薪,,,,https://www.liepin.com/a/74777961.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_74777961%3A1%3A791975c2-42cc-4759-91be-140981ccad34&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=0&skId=mb1htrpdldfgof8o1z5c41gor840fiab&fkId=mb1htrpdldfgof8o1z5c41gor840fiab&ckId=mb1htrpdldfgof8o1z5c41gor840fiab&sfrom=search_job_pc&curPage=0&pageSize=40&index=0,,,,,行业标签: 整车制造融资未公开10000人以上 | 搜索关键词: 农业机械化,政府/非营利/农林牧渔,农林牧渔,企业职位
3109,猎聘,,,招聘海外大客户经理(A11914),,觉物科技(深圳)有限公司,张女士·人事3天前在线,广东省,深圳-南山区,,统招本科,经验不限,10-30k·16薪,,,,https://www.liepin.com/job/1982633251.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_82633251%3A1%3A791975c2-42cc-4759-91be-140981ccad34&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=1&skId=mb1htrpdldfgof8o1z5c41gor840fiab&fkId=mb1htrpdldfgof8o1z5c41gor840fiab&ckId=mb1htrpdldfgof8o1z5c41gor840fiab&sfrom=search_job_pc&curPage=0&pageSize=40&index=1,,,,,行业标签: 机械/设备A轮100-499人 | 搜索关键词: 农业机械化,政府/非营利/农林牧渔,农林牧渔,企业职位
3110,猎聘,,,招聘海外大客户经理-上海（欧美/北美市场）,,某深圳机械/设备公司,刘女士·猎头顾问1天前在线,上海市,上海,,统招本科,3-5年,15-30k·16薪,,,,https://www.liepin.com/a/76128597.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_76128597%3A1%3A791975c2-42cc-4759-91be-140981ccad34&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=2&skId=mb1htrpdldfgof8o1z5c41gor840fiab&fkId=mb1htrpdldfgof8o1z5c41gor840fiab&ckId=mb1htrpdldfgof8o1z5c41gor840fiab&sfrom=search_job_pc&curPage=0&pageSize=40&index=2,,,,,行业标签: 机械/设备A轮100-499人 | 搜索关键词: 农业机械化,政府/非营利/农林牧渔,农林牧渔,企业职位
3111,猎聘,,,招聘研发总监（农业机械）（base长沙）,,某长沙机械/设备公司,严先生·猎头顾问1分钟前在线,湖南省,长沙-望城区,,大专,10年以上,20-30k,,,,https://www.liepin.com/a/73115031.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_73115031%3A1%3A791975c2-42cc-4759-91be-140981ccad34&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=4&skId=mb1htrpdldfgof8o1z5c41gor840fiab&fkId=mb1htrpdldfgof8o1z5c41gor840fiab&ckId=mb1htrpdldfgof8o1z5c41gor840fiab&sfrom=search_job_pc&curPage=0&pageSize=40&index=4,,,,,行业标签: 机械/设备不需要融资100-499人 | 搜索关键词: 农业机械化,政府/非营利/农林牧渔,农林牧渔,企业职位
3112,猎聘,,,招聘海外大客户销售经理-深圳（欧美/北美市场）,,某深圳机械/设备公司,刘女士·猎头顾问1天前在线,广东省,深圳,,统招本科,3-5年,15-30k·16薪,,,,https://www.liepin.com/a/76128675.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_76128675%3A1%3A791975c2-42cc-4759-91be-140981ccad34&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=5&skId=mb1htrpdldfgof8o1z5c41gor840fiab&fkId=mb1htrpdldfgof8o1z5c41gor840fiab&ckId=mb1htrpdldfgof8o1z5c41gor840fiab&sfrom=search_job_pc&curPage=0&pageSize=40&index=5,,,,,行业标签: 机械/设备A轮100-499人 | 搜索关键词: 农业机械化,政府/非营利/农林牧渔,农林牧渔,企业职位
3113,猎聘,,,招聘研发总监（农业机械）,,上扶犁,钟女士·人事主管1天前在线,湖南省,长沙-望城区,,大专,10年以上,15-25k·15薪,,,,https://www.liepin.com/job/1980043765.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_80043765%3A1%3A791975c2-42cc-4759-91be-140981ccad34&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=6&skId=mb1htrpdldfgof8o1z5c41gor840fiab&fkId=mb1htrpdldfgof8o1z5c41gor840fiab&ckId=mb1htrpdldfgof8o1z5c41gor840fiab&sfrom=search_job_pc&curPage=0&pageSize=40&index=6,,,,,行业标签: 机械/设备不需要融资100-499人 | 搜索关键词: 农业机械化,政府/非营利/农林牧渔,农林牧渔,企业职位
3114,猎聘,,,招聘设备管理工程师（高薪诚聘）,,济新源生态科技,戴先生·人事经理2天前在线,湖北省,武汉-洪山区,,大专,5-10年,9-12k,,,,https://www.liepin.com/job/1977546055.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_77546055%3A1%3A791975c2-42cc-4759-91be-140981ccad34&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=7&skId=mb1htrpdldfgof8o1z5c41gor840fiab&fkId=mb1htrpdldfgof8o1z5c41gor840fiab&ckId=mb1htrpdldfgof8o1z5c41gor840fiab&sfrom=search_job_pc&curPage=0&pageSize=40&index=7,,,,,行业标签: 农/林/牧/渔50-99人 | 搜索关键词: 农业机械化,政府/非营利/农林牧渔,农林牧渔,企业职位
3115,猎聘,,,招聘收获机开发工程师（整机开发）,,广东皓耘科技有限公司,甘女士·高级薪酬绩效主管,,临沂-临沭县,,本科,5-10年,18-24k·15薪,,,,https://www.liepin.com/job/1969380171.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_69380171%3A1%3A791975c2-42cc-4759-91be-140981ccad34&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=8&skId=mb1htrpdldfgof8o1z5c41gor840fiab&fkId=mb1htrpdldfgof8o1z5c41gor840fiab&ckId=mb1htrpdldfgof8o1z5c41gor840fiab&sfrom=search_job_pc&curPage=0&pageSize=40&index=8,,,,,行业标签: 机械/设备100-499人 | 搜索关键词: 农业机械化,政府/非营利/农林牧渔,农林牧渔,企业职位
3116,猎聘,,,招聘质检员（朝8晚5+周末双休+五险一金）,,某合肥机械/设备公司,顾女士·猎头顾问29分钟前在线,安徽省,合肥-经开区,,大专,经验不限,6-7k,,,,https://www.liepin.com/a/75861205.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_75861205%3A1%3A791975c2-42cc-4759-91be-140981ccad34&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=9&skId=mb1htrpdldfgof8o1z5c41gor840fiab&fkId=mb1htrpdldfgof8o1z5c41gor840fiab&ckId=mb1htrpdldfgof8o1z5c41gor840fiab&sfrom=search_job_pc&curPage=0&pageSize=40&index=9,,,,,行业标签: 机械/设备1-49人 | 搜索关键词: 农业机械化,政府/非营利/农林牧渔,农林牧渔,企业职位
3117,猎聘,,,招聘高级技术支持工程师,,觉物科技(深圳)有限公司,王女士·HRBP18分钟前在线,陕西省,西安-高新区,,本科,3-5年,10-15k·14薪,,,,https://www.liepin.com/job/1981813829.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_81813829%3A1%3A791975c2-42cc-4759-91be-140981ccad34&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=10&skId=mb1htrpdldfgof8o1z5c41gor840fiab&fkId=mb1htrpdldfgof8o1z5c41gor840fiab&ckId=mb1htrpdldfgof8o1z5c41gor840fiab&sfrom=search_job_pc&curPage=0&pageSize=40&index=10,,,,,行业标签: 机械/设备A轮100-499人 | 搜索关键词: 农业机械化,政府/非营利/农林牧渔,农林牧渔,企业职位
3118,猎聘,,,招聘质检员（朝8晚5+双休+五险一金）,,某合肥机械/设备公司,桑先生·猎头顾问5分钟前在线,安徽省,合肥,,学历不限,1-3年,6-7k,,,,https://www.liepin.com/a/75860949.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_75860949%3A1%3A791975c2-42cc-4759-91be-140981ccad34&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=11&skId=mb1htrpdldfgof8o1z5c41gor840fiab&fkId=mb1htrpdldfgof8o1z5c41gor840fiab&ckId=mb1htrpdldfgof8o1z5c41gor840fiab&sfrom=search_job_pc&curPage=0&pageSize=40&index=11,,,,,行业标签: 机械/设备1-49人 | 搜索关键词: 农业机械化,政府/非营利/农林牧渔,农林牧渔,企业职位
3119,猎聘,,,招聘CAE工程师,,某长沙知名公司,邓女士·猎头顾问当前在线,湖南省,长沙,,统招本科,3-5年,13-22k·15薪,,,,https://www.liepin.com/a/74690185.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_74690185%3A1%3A791975c2-42cc-4759-91be-140981ccad34&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=12&skId=mb1htrpdldfgof8o1z5c41gor840fiab&fkId=mb1htrpdldfgof8o1z5c41gor840fiab&ckId=mb1htrpdldfgof8o1z5c41gor840fiab&sfrom=search_job_pc&curPage=0&pageSize=40&index=12,,,,,行业标签: 机械/设备已上市10000人以上 | 搜索关键词: 农业机械化,政府/非营利/农林牧渔,农林牧渔,企业职位
3120,猎聘,,,招聘工艺工程师,,东方鑫源集团有限公司,姚先生5小时前在线,重庆市,重庆-九龙坡区,,本科,2年以上,7-12k·13薪,,,,https://www.liepin.com/job/1978384773.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_78384773%3A1%3A791975c2-42cc-4759-91be-140981ccad34&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=13&skId=mb1htrpdldfgof8o1z5c41gor840fiab&fkId=mb1htrpdldfgof8o1z5c41gor840fiab&ckId=mb1htrpdldfgof8o1z5c41gor840fiab&sfrom=search_job_pc&curPage=0&pageSize=40&index=13,,,,,行业标签: 整车制造5000-10000人 | 搜索关键词: 农业机械化,政府/非营利/农林牧渔,农林牧渔,企业职位
3121,猎聘,,,招聘育苗大棚维修主管,,芸岭鲜生,黄女士·人力专员19小时前在线,云南省,昆明-盘龙区,,大专,5年以上,6-8k,,,,https://www.liepin.com/job/1982882643.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_82882643%3A1%3A791975c2-42cc-4759-91be-140981ccad34&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=14&skId=mb1htrpdldfgof8o1z5c41gor840fiab&fkId=mb1htrpdldfgof8o1z5c41gor840fiab&ckId=mb1htrpdldfgof8o1z5c41gor840fiab&sfrom=search_job_pc&curPage=0&pageSize=40&index=14,,,,,行业标签: 农/林/牧/渔A轮100-499人 | 搜索关键词: 农业机械化,政府/非营利/农林牧渔,农林牧渔,企业职位
3122,猎聘,,,招聘质检员,,某知名公司,张女士·猎头顾问2小时前在线,安徽省,合肥,,大专,3-5年,6-7k,,,,https://www.liepin.com/a/75934203.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_75934203%3A1%3A791975c2-42cc-4759-91be-140981ccad34&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=15&skId=mb1htrpdldfgof8o1z5c41gor840fiab&fkId=mb1htrpdldfgof8o1z5c41gor840fiab&ckId=mb1htrpdldfgof8o1z5c41gor840fiab&sfrom=search_job_pc&curPage=0&pageSize=40&index=15,,,,,行业标签: 互联网融资未公开100-499人 | 搜索关键词: 农业机械化,政府/非营利/农林牧渔,农林牧渔,企业职位
3123,猎聘,,,招聘结构开发工程师,,中联重科,付先生·招聘经理/主管1天前在线,湖南省,长沙-望城区,,统招本科,3年以上,9-25k·15薪,,,,https://www.liepin.com/job/1982294559.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_82294559%3A1%3A791975c2-42cc-4759-91be-140981ccad34&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=16&skId=mb1htrpdldfgof8o1z5c41gor840fiab&fkId=mb1htrpdldfgof8o1z5c41gor840fiab&ckId=mb1htrpdldfgof8o1z5c41gor840fiab&sfrom=search_job_pc&curPage=0&pageSize=40&index=16,,,,,行业标签: 机械/设备沪深A股上市10000人以上 | 搜索关键词: 农业机械化,政府/非营利/农林牧渔,农林牧渔,企业职位
3124,猎聘,,,招聘电动拖拉机国际业务拓展,,险峰(K2VC),吴女士·行政助理3天前在线,北京市,北京-顺义区,,统招本科,2年以上,15-35k,,,,https://www.liepin.com/job/1982003865.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_82003865%3A1%3A791975c2-42cc-4759-91be-140981ccad34&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=17&skId=mb1htrpdldfgof8o1z5c41gor840fiab&fkId=mb1htrpdldfgof8o1z5c41gor840fiab&ckId=mb1htrpdldfgof8o1z5c41gor840fiab&sfrom=search_job_pc&curPage=0&pageSize=40&index=17,,,,,行业标签: 专业技术服务50-99人 | 搜索关键词: 农业机械化,政府/非营利/农林牧渔,农林牧渔,企业职位
3125,猎聘,,,招聘海外大客户经理,,某深圳机械/设备公司,王女士·猎头顾问当前在线,广东省,深圳,,统招本科,5-10年,25-35k·14薪,,,,https://www.liepin.com/a/76007103.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_76007103%3A1%3A791975c2-42cc-4759-91be-140981ccad34&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=18&skId=mb1htrpdldfgof8o1z5c41gor840fiab&fkId=mb1htrpdldfgof8o1z5c41gor840fiab&ckId=mb1htrpdldfgof8o1z5c41gor840fiab&sfrom=search_job_pc&curPage=0&pageSize=40&index=18,,,,,行业标签: 机械/设备A轮100-499人 | 搜索关键词: 农业机械化,政府/非营利/农林牧渔,农林牧渔,企业职位
3126,猎聘,,,招聘机械结构工程师,,某国内大型机械/设备公司,王女士·猎头顾问32分钟前在线,新疆维吾尔自治区,乌鲁木齐,,本科,3-5年,15-20k,,,,https://www.liepin.com/a/76088609.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_76088609%3A1%3A791975c2-42cc-4759-91be-140981ccad34&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=21&skId=mb1htrpdldfgof8o1z5c41gor840fiab&fkId=mb1htrpdldfgof8o1z5c41gor840fiab&ckId=mb1htrpdldfgof8o1z5c41gor840fiab&sfrom=search_job_pc&curPage=0&pageSize=40&index=21,,,,,行业标签: 机械/设备融资未公开500-999人 | 搜索关键词: 农业机械化,政府/非营利/农林牧渔,农林牧渔,企业职位
3127,猎聘,,,招聘海外大客户经理 （上海 ｜ 深圳）,,某深圳机械/设备公司,张女士·猎头顾问1小时前在线,广东省,深圳,,学历不限,经验不限,30-45k,,,,https://www.liepin.com/a/76173507.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_76173507%3A1%3A791975c2-42cc-4759-91be-140981ccad34&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=22&skId=mb1htrpdldfgof8o1z5c41gor840fiab&fkId=mb1htrpdldfgof8o1z5c41gor840fiab&ckId=mb1htrpdldfgof8o1z5c41gor840fiab&sfrom=search_job_pc&curPage=0&pageSize=40&index=22,,,,,行业标签: 机械/设备A轮100-499人 | 搜索关键词: 农业机械化,政府/非营利/农林牧渔,农林牧渔,企业职位
3128,猎聘,,,招聘大客户销售管理-海外,,某深圳机械/设备公司,郭女士·猎头顾问20小时前在线,广东省,深圳,,统招本科,经验不限,35-40k,,,,https://www.liepin.com/a/76006179.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_76006179%3A1%3A791975c2-42cc-4759-91be-140981ccad34&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=25&skId=mb1htrpdldfgof8o1z5c41gor840fiab&fkId=mb1htrpdldfgof8o1z5c41gor840fiab&ckId=mb1htrpdldfgof8o1z5c41gor840fiab&sfrom=search_job_pc&curPage=0&pageSize=40&index=25,,,,,行业标签: 机械/设备A轮100-499人 | 搜索关键词: 农业机械化,政府/非营利/农林牧渔,农林牧渔,企业职位
3129,猎聘,,,招聘质检员,,某合肥互联网公司,杨女士·猎头顾问20小时前在线,安徽省,合肥,,大专,1-3年,6-7k,,,,https://www.liepin.com/a/75861811.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_75861811%3A1%3A791975c2-42cc-4759-91be-140981ccad34&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=26&skId=mb1htrpdldfgof8o1z5c41gor840fiab&fkId=mb1htrpdldfgof8o1z5c41gor840fiab&ckId=mb1htrpdldfgof8o1z5c41gor840fiab&sfrom=search_job_pc&curPage=0&pageSize=40&index=26,,,,,行业标签: 互联网融资未公开100-499人 | 搜索关键词: 农业机械化,政府/非营利/农林牧渔,农林牧渔,企业职位
3130,猎聘,,,招聘质检员（外资企业）,,某合肥互联网公司,宋女士·猎头顾问当前在线,安徽省,合肥-包河区,,大专,1-3年,5-6k,,,,https://www.liepin.com/a/76164139.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_76164139%3A1%3A791975c2-42cc-4759-91be-140981ccad34&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=27&skId=mb1htrpdldfgof8o1z5c41gor840fiab&fkId=mb1htrpdldfgof8o1z5c41gor840fiab&ckId=mb1htrpdldfgof8o1z5c41gor840fiab&sfrom=search_job_pc&curPage=0&pageSize=40&index=27,,,,,行业标签: 互联网融资未公开100-499人 | 搜索关键词: 农业机械化,政府/非营利/农林牧渔,农林牧渔,企业职位
