序号,招聘平台,岗位类型一级,岗位类型二级,岗位名称,岗位类型企业/公务员/事业单位/军队文职,公司名称,公司规模,所在省份,城市,详细地址,学历要求,经验要求,薪资范围,福利标签,工作内容,任职要求,岗位链接,发布时间,投递起始时间,投递截止时间,证书要求,备注（技能要求）,岗位类型一级,岗位类型二级,"岗位类型
企业/公务员/事业单位/军队文职"
4755,猎聘,能源/化工/环保,矿山,投资管理专员-矿山,企业,中冶铜锌,2000-5000人,,北京,北京-朝阳区,本科,10年以上,10-20k·15薪,,,,https://www.liepin.com/job/1971411439.shtml,20241213212847.0,,,,,,,
4756,猎聘,能源/化工/环保,矿山,集团公司质检主任（矿山，有色金属）,企业,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,10年以上,20-40k,,,,https://www.liepin.com/job/1977824131.shtml,20251017092906.0,,,,,,,
4757,猎聘,能源/化工/环保,矿山,智慧矿山大客户销售,企业,宸控科技,50-99人,,北京,北京-昌平区,本科,经验不限,8-20k,,,,https://www.liepin.com/job/1956451397.shtml,20250903165110.0,,,,,,,
4758,猎聘,能源/化工/环保,矿山,矿山总经理（副总经理）,企业,北京富国大通基金销售有限公司,100-499人,,北京,北京-朝阳区,硕士,5-10年,薪资面议,,,,https://www.liepin.com/job/1956438741.shtml,20230907145047.0,,,,,,,
4759,猎聘,能源/化工/环保,矿山,智慧矿山销售,企业,北京屹元矿智科技有限责任公司,1-49人,,北京,北京-昌平区,本科,3-5年,10-15k,,,,https://www.liepin.com/job/1965363443.shtml,20240511104157.0,,,,,,,
4760,猎聘,能源/化工/环保,矿山,矿山销售经理,企业,北京屹元矿智科技有限责任公司,1-49人,,北京,北京-昌平区,统招本科,3-5年,10-15k,,,,https://www.liepin.com/job/1965248251.shtml,20240511104157.0,,,,,,,
4761,猎聘,能源/化工/环保,矿山,矿山经营部经理(煤矿）,企业,北京泓安通达市政工程有限公司,1-49人,,北京,北京-朝阳区,本科,10年以上,15-20k,,,,https://www.liepin.com/job/1959019261.shtml,20230601161330.0,,,,,,,
4762,猎聘,能源/化工/环保,矿山,标书制作专员（矿山行业）,企业,北京威渼信息科技有限公司,1-49人,,北京,北京-朝阳区,本科,3-5年,8-10k,,,,https://www.liepin.com/job/1973207195.shtml,20250318142441.0,,,,,,,
4763,猎聘,能源/化工/环保,矿山,矿山地质环境治理、矿产资源规划及地灾人员,企业,世空科技有限责任公司,,,北京,北京-丰台区,本科,经验不限,4-8k,,,,https://www.liepin.com/job/1942295687.shtml,20210818113826.0,,,,,,,
4764,猎聘,能源/化工/环保,矿山,组织绩效经理（矿山行业）,企业,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,8年以上,20-35k,,,,https://www.liepin.com/job/1978606827.shtml,20260529103626.0,,,,,,,
4765,猎聘,能源/化工/环保,矿山,变频器高级应用工程师（石油or化工or矿山）,企业,某北京电力/热力/燃气/水务上市公司,10000人以上,,北京,北京-昌平区,统招本科,5-10年,20-35k·14薪,,,,https://www.liepin.com/a/75893049.shtml,20260605171856.0,,,,,,,
4766,猎聘,能源/化工/环保,矿山,矿山造价工程师（央企直签）,企业,某知名公司,10000人以上,,北京,北京-石景山区,硕士,5年以上,26-27k,,,,https://www.liepin.com/a/76428779.shtml,20260605190852.0,,,,,,,
4767,猎聘,能源/化工/环保,矿山,矿山建设调试岗,企业,某知名公司,5000-10000人,,北京,北京,本科,3-5年,35-55k,,,,https://www.liepin.com/a/71965699.shtml,20260608090155.0,,,,,,,
4768,猎聘,能源/化工/环保,矿山,矿山造价工程师（央企直签）,企业,某知名公司,10000人以上,,北京,北京-石景山区,硕士,5年以上,25-28k,,,,https://www.liepin.com/a/76424217.shtml,20260604175711.0,,,,,,,
4769,猎聘,能源/化工/环保,矿山,营销副总（偏工程机械，矿山，矿卡方向）,企业,智锂物联,100-499人,,北京,北京-海淀区,本科,10年以上,50-70k,,,,https://www.liepin.com/job/1973905819.shtml,20260320112746.0,,,,,,,
4770,猎聘,能源/化工/环保,矿山,矿山设备销售经理,企业,北方中星(北京)机械钻具有限公司,1-49人,,北京,北京,大专,5-10年,15-20k,,,,https://www.liepin.com/job/1982852275.shtml,20260526083519.0,,,,,,,
4771,猎聘,能源/化工/环保,矿山,矿山机械设备工程师,企业,某知名公司,5000-10000人,,北京,北京,本科,经验不限,35-50k,,,,https://www.liepin.com/a/75907861.shtml,20260608090155.0,,,,,,,
4772,猎聘,能源/化工/环保,矿山,矿山施工总承包项目技术负责人,企业,中国恩菲工程技术有限公司,2000-5000人,,北京,北京-海淀区,统招本科,5-10年,18-24k,,,,https://www.liepin.com/job/1954108887.shtml,20260608111057.0,,,,,,,
4773,猎聘,能源/化工/环保,矿山,矿山造价工程师（央企直签）,企业,某知名公司,10000人以上,,北京,北京-石景山区,硕士,5年以上,26-28k,,,,https://www.liepin.com/a/76455765.shtml,20260608101211.0,,,,,,,
4774,猎聘,能源/化工/环保,矿山,矿山设备后市场销售高级经理,企业,某北京大型机械/设备公司,10000人以上,,北京,北京,大专,3-5年,30-40k,,,,https://www.liepin.com/a/73608595.shtml,20260403090642.0,,,,,,,
4775,猎聘,能源/化工/环保,矿山,工艺工程师（冶金矿山）,企业,中国恩菲工程技术有限公司,2000-5000人,,北京,北京-海淀区,统招本科,5-10年,10-20k,,,,https://www.liepin.com/job/1948839587.shtml,20260608111118.0,,,,,,,
4776,猎聘,能源/化工/环保,矿山,矿山施工技术负责人,企业,中国恩菲工程技术有限公司,2000-5000人,,北京,北京-海淀区,本科,5-10年,18-25k,,,,https://www.liepin.com/job/1960938293.shtml,20260608111057.0,,,,,,,
4777,猎聘,能源/化工/环保,矿山,央企矿山建设项目英语翻译,企业,某知名公司,5000-10000人,,北京,北京,本科,3-5年,20-40k,,,,https://www.liepin.com/a/75907847.shtml,20260608090155.0,,,,,,,
4778,猎聘,能源/化工/环保,矿山,基建部长（矿山，地上，井下）,企业,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,10年以上,30-60k,,,,https://www.liepin.com/job/1975143127.shtml,20260114141941.0,,,,,,,
4779,猎聘,能源/化工/环保,矿山,井下矿山安全工程师,企业,金诚信,10000人以上,,北京,北京-丰台区,本科,1-3年,10-15k,,,,https://www.liepin.com/job/1970139033.shtml,20250618184522.0,,,,,,,
4780,猎聘,能源/化工/环保,矿山,矿山大客户销售,企业,某大型知名工业自动化公司,10000人以上,,北京,北京,学历不限,3年以上,30-35k,,,,https://www.liepin.com/a/73118945.shtml,20260608152101.0,,,,,,,
4781,猎聘,能源/化工/环保,矿山,矿山施工管理岗-海外,企业,中冶铜锌,2000-5000人,,北京,北京-朝阳区,统招本科,10年以上,15-20k·15薪,,,,https://www.liepin.com/job/1970224159.shtml,20251016160251.0,,,,,,,
4782,猎聘,能源/化工/环保,矿山,项目开发经理，矿山,企业,海安橡胶集团股份公司,1000-2000人,,北京,北京-朝阳区,统招本科,10年以上,25-40k·15薪,,,,https://www.liepin.com/job/1978388307.shtml,20260224091533.0,,,,,,,
4783,猎聘,能源/化工/环保,矿山,工程公司总经理（矿山工程）,企业,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,10年以上,30-50k,,,,https://www.liepin.com/job/1975143595.shtml,20250616140106.0,,,,,,,
4784,猎聘,能源/化工/环保,矿山,高级质检、化验（矿山行业）,企业,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,5年以上,15-25k·13薪,,,,https://www.liepin.com/job/1976568777.shtml,20250818164629.0,,,,,,,
4785,猎聘,能源/化工/环保,矿山,企管经营分析经理（矿山行业）,企业,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,10年以上,20-35k,,,,https://www.liepin.com/job/1976569545.shtml,20250818170039.0,,,,,,,
4786,猎聘,能源/化工/环保,矿山,施工管理岗-矿山,企业,中冶铜锌,2000-5000人,,北京,北京-朝阳区,统招本科,10年以上,10-22k·15薪,,,,https://www.liepin.com/job/1971411427.shtml,20241213213914.0,,,,,,,
4787,猎聘,能源/化工/环保,矿山,矿山电气工程师,企业,金诚信,10000人以上,,北京,北京-丰台区,本科,3-5年,15-25k,,,,https://www.liepin.com/job/1964815687.shtml,20240221153531.0,,,,,,,
4788,猎聘,能源/化工/环保,矿山,销售总监（农林矿山测地信类行业）,企业,数字绿土,100-499人,,北京,北京-海淀区,统招本科,5-10年,20-40k,,,,https://www.liepin.com/job/1971876183.shtml,20250110143745.0,,,,,,,
4789,猎聘,能源/化工/环保,矿山,生产经营经理（矿山行业）,企业,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,5-10年,20-25k,,,,https://www.liepin.com/job/1965078245.shtml,20250204161413.0,,,,,,,
4790,猎聘,能源/化工/环保,矿山,矿山设备销售经理/总监,企业,北京达尔斯特机械设备有限公司,1-49人,,北京,北京-大兴区,本科,5年以上,15-20k,,,,https://www.liepin.com/job/1978883349.shtml,20251203110657.0,,,,,,,
4791,猎聘,能源/化工/环保,矿山,销售部长（智慧矿山行业）,企业,北京瑞华高科技术有限责任公司,100-499人,,北京,北京-海淀区,本科,5-10年,20-35k,,,,https://www.liepin.com/job/1952483075.shtml,20240426160318.0,,,,,,,
4792,猎聘,能源/化工/环保,矿山,服务管理经理（矿山运营管理方向）,企业,三一集团,10000人以上,,北京,北京-昌平区,本科,3-5年,13-25k,,,,https://www.liepin.com/job/1977502993.shtml,20250926105311.0,,,,,,,
4793,猎聘,能源/化工/环保,矿山,矿山技术支持主管,企业,利星行机械,1000-2000人,,北京,北京-通州区,统招本科,5-10年,11-25k,,,,https://www.liepin.com/job/1969192345.shtml,20240821132805.0,,,,,,,
4794,猎聘,能源/化工/环保,矿山,矿山及冶金机械设备采购专员,企业,北京翼海建筑材料有限责任公司,1-49人,,北京,北京-海淀区,本科,1-3年,10-15k,,,,https://www.liepin.com/job/1955565813.shtml,20230128153024.0,,,,,,,
4795,猎聘,能源/化工/环保,矿山,智能矿山解决方案工程师,企业,煤炭科学研究总院有限公司,100-499人,,北京,北京-朝阳区,硕士,3-5年,30-35k,,,,https://www.liepin.com/job/1951642311.shtml,20220804120545.0,,,,,,,
4796,猎聘,能源/化工/环保,矿山,矿山行业销售,企业,河北史图戴斯科技有限公司,50-99人,,北京,北京,大专,1-3年,9-14k·14薪,,,,https://www.liepin.com/job/1966817333.shtml,20240509213600.0,,,,,,,
4797,猎聘,能源/化工/环保,矿山,大客户销售经理（油气、矿山行业）,企业,罗克韦尔自动化,10000人以上,,北京,北京-东城区,统招本科,3年以上,薪资面议,,,,https://www.liepin.com/job/1982168869.shtml,20260428175111.0,,,,,,,
4798,猎聘,能源/化工/环保,矿山,财务主管（驻瓦努阿图）矿山,企业,中矿企业管理服务,100-499人,,北京,北京-海淀区,本科,5年以上,15-25k,,,,https://www.liepin.com/job/1981972313.shtml,20260602090023.0,,,,,,,
4799,猎聘,能源/化工/环保,矿山,海外矿山项目it网络工程师（有CCNA或CCNP）,企业,某知名公司,5000-10000人,,北京,北京,本科,3-5年,30-50k,,,,https://www.liepin.com/a/76355465.shtml,20260608090155.0,,,,,,,
4800,猎聘,能源/化工/环保,矿山,大客户经理/总监（海洋，水利，矿山，电力方向）,企业,某武汉电子/半导体/集成电路公司,100-499人,,北京,北京,学历不限,经验不限,15-25k,,,,https://www.liepin.com/a/74777415.shtml,20260520095344.0,,,,,,,
4801,猎聘,能源/化工/环保,矿山,矿山项目矿长,企业,某国内大型金属制品公司,10000人以上,,北京,北京,统招本科,10年以上,70-100k·14薪,,,,https://www.liepin.com/a/75829581.shtml,20260605101532.0,,,,,,,
4802,猎聘,能源/化工/环保,矿山,央企项目矿山商务经理 ,企业,某知名公司,5000-10000人,,北京,北京,本科,3-5年,20-40k·13薪,,,,https://www.liepin.com/a/73832211.shtml,20260608090155.0,,,,,,,
4803,猎聘,能源/化工/环保,矿山,矿山机械设备主管（长期海外出差）,企业,某矿产开采公司,1-49人,,北京,北京,大专,5-10年,30-50k,,,,https://www.liepin.com/a/73017329.shtml,20260427085240.0,,,,,,,
4804,猎聘,能源/化工/环保,矿山,土木结构主管（矿山冶炼行业 海外出差）,企业,某矿产开采公司,1-49人,,北京,北京,大专,10年以上,40-60k,,,,https://www.liepin.com/a/73786527.shtml,20260427085240.0,,,,,,,
4805,猎聘,能源/化工/环保,矿山,电气主管( 矿山冶炼 海外出差）,企业,某矿产开采公司,1-49人,,北京,北京,大专,10年以上,25-50k,,,,https://www.liepin.com/a/73716087.shtml,20260427085240.0,,,,,,,
4806,猎聘,能源/化工/环保,矿山,QAQC 质量经理（矿山企业，海外出差）,企业,某矿产开采公司,1-49人,,北京,北京,大专,10年以上,40-60k,,,,https://www.liepin.com/a/74072029.shtml,20260427085240.0,,,,,,,
4807,猎聘,能源/化工/环保,矿山,矿山建设计划控制工程师,企业,某知名公司,5000-10000人,,北京,北京,统招本科,3-5年,35-50k,,,,https://www.liepin.com/a/76348829.shtml,20260608090155.0,,,,,,,
4808,猎聘,能源/化工/环保,矿山,海外矿山冶金类项目现场专业工程师（各专业）（印尼）,企业,中国恩菲工程技术有限公司,2000-5000人,,北京,北京-海淀区,大专,3-5年,10-20k,,,,https://www.liepin.com/job/1959112557.shtml,20260608111111.0,,,,,,,
4809,猎聘,能源/化工/环保,矿山,软件销售总监（矿山可视化领域）,企业,北京孪界科技有限公司,50-99人,,北京,北京-朝阳区,统招本科,3年以上,15-30k·13薪,,,,https://www.liepin.com/job/1975417683.shtml,20260309145555.0,,,,,,,
4810,猎聘,能源/化工/环保,矿山,海外矿山冶金类项目 专业项目经理（各专业）（印尼）,企业,中国恩菲工程技术有限公司,2000-5000人,,北京,北京-海淀区,统招本科,10年以上,22-35k,,,,https://www.liepin.com/job/1959120451.shtml,20260608111111.0,,,,,,,
4811,猎聘,能源/化工/环保,矿山,矿山电气工程总监-工程师,企业,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,10年以上,25-45k,,,,https://www.liepin.com/job/1978406137.shtml,20251112130749.0,,,,,,,
4812,猎聘,能源/化工/环保,矿山,自动化工程师（矿业矿山）,企业,北京华夏建龙矿业科技有限公司,2000-5000人,,北京,北京-丰台区,统招本科,5-10年,20-30k·16薪,,,,https://www.liepin.com/job/1950838391.shtml,20230126225336.0,,,,,,,
4813,猎聘,能源/化工/环保,矿山,高级强电（矿山行业）,企业,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,大专,10年以上,30-50k,,,,https://www.liepin.com/job/1972048493.shtml,20260114142042.0,,,,,,,
4814,猎聘,能源/化工/环保,矿山,矿山安全工程师,企业,北京华夏建龙矿业科技有限公司,2000-5000人,,北京,北京-丰台区,统招本科,5-10年,15-25k,,,,https://www.liepin.com/job/1960690681.shtml,20230810081222.0,,,,,,,
4815,猎聘,能源/化工/环保,矿山,销售专家（智慧矿山）,企业,汇川技术,10000人以上,,北京,北京-东城区,本科,8年以上,30-40k·17薪,,,,https://www.liepin.com/job/1978696421.shtml,20251125110858.0,,,,,,,
4816,猎聘,能源/化工/环保,矿山,招标负责人（矿山行业）,企业,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,10年以上,15-30k·13薪,,,,https://www.liepin.com/job/1975206789.shtml,20250618141515.0,,,,,,,
4817,猎聘,能源/化工/环保,矿山,信息化项目经理（矿山行业）,企业,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,5-10年,20-40k,,,,https://www.liepin.com/job/1968103733.shtml,20250204161348.0,,,,,,,
4818,猎聘,能源/化工/环保,矿山,安全工程师（矿山）,企业,金诚信,10000人以上,,北京,北京-丰台区,本科,1-3年,10-15k,,,,https://www.liepin.com/job/1967929191.shtml,20240625132417.0,,,,,,,
4819,猎聘,能源/化工/环保,矿山,矿山企管,企业,国城控股集团有限公司,5000-10000人,,北京,北京,本科,3-5年,8-12k,,,,https://www.liepin.com/job/1979114127.shtml,20251212163918.0,,,,,,,
4820,猎聘,能源/化工/环保,矿山,产品规划经理（矿山 特检 水下 军工 核电）,企业,中海润集团,100-499人,,北京,北京-丰台区,统招本科,5-10年,16-30k,,,,https://www.liepin.com/job/1978090219.shtml,20251030111058.0,,,,,,,
4821,猎聘,能源/化工/环保,矿山,金属平衡岗（矿山行业）,企业,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,10年以上,15-30k,,,,https://www.liepin.com/job/1972169461.shtml,20250207103844.0,,,,,,,
4822,猎聘,能源/化工/环保,矿山,经营部经理或商务经理（市政工程/矿山/光伏能源方向）,企业,北京中科新元能源发展有限公司,100-499人,,北京,北京-朝阳区,统招本科,3-5年,15-22k,,,,https://www.liepin.com/job/1943996383.shtml,20211015161350.0,,,,,,,
4823,猎聘,能源/化工/环保,矿山,工程设备管理,企业,某北京矿产开采上市公司,10000人以上,,北京,北京,本科,3-5年,35-50k,,,,https://www.liepin.com/a/76128745.shtml,20260527172133.0,,,,,,,
4824,猎聘,能源/化工/环保,矿山,高级地质工程师,企业,某北京大型矿产开采公司,2000-5000人,,北京,北京,本科,10年以上,30-50k,,,,https://www.liepin.com/a/76265367.shtml,20260601152154.0,,,,,,,
4825,猎聘,能源/化工/环保,矿山,工程设备管理岗（海外岗位）,企业,某知名公司,5000-10000人,,北京,北京,大专,1-3年,35-40k,,,,https://www.liepin.com/a/76291591.shtml,20260603093521.0,,,,,,,
4826,猎聘,能源/化工/环保,矿山,区域销售总监,企业,某南京大型整车制造公司,2000-5000人,,北京,北京,本科,5-10年,30-50k,,,,https://www.liepin.com/a/75616563.shtml,20260513115500.0,,,,,,,
4827,猎聘,能源/化工/环保,矿山,造价工程师,企业,某北京大型化工公司,10000人以上,,北京,北京,硕士,5-10年,25-29k,,,,https://www.liepin.com/a/76357855.shtml,20260605102659.0,,,,,,,
4828,猎聘,能源/化工/环保,矿山,法务专家,企业,某知名上市公司,10000人以上,,北京,北京,本科,经验不限,50-70k·16薪,,,,https://www.liepin.com/a/75683389.shtml,20260514163838.0,,,,,,,
4829,猎聘,能源/化工/环保,矿山,完工工程师（base地俄罗斯）,企业,某知名公司,1-49人,,北京,北京,统招本科,5年以上,40-60k,,,,https://www.liepin.com/a/75508057.shtml,20260511120226.0,,,,,,,
4830,猎聘,能源/化工/环保,矿山,矿产勘探,企业,中铁资源集团勘察设计有限公司,100-499人,,北京,北京-海淀区,本科,3年以上,15-30k,,,,https://www.liepin.com/job/1982593671.shtml,20260516194711.0,,,,,,,
4831,猎聘,能源/化工/环保,矿山,地质高级工程师,企业,某北京其他商务服务业公司,1-49人,,北京,北京,本科,5-10年,35-60k,,,,https://www.liepin.com/a/75585757.shtml,20260601145235.0,,,,,,,
4832,猎聘,能源/化工/环保,矿山,英语翻译,企业,北京江可国际技术有限公司,1-49人,,北京,北京-朝阳区,本科,3-5年,15-25k,,,,https://www.liepin.com/job/1982719661.shtml,20260608122833.0,,,,,,,
4833,猎聘,能源/化工/环保,矿山,注册安全工程师,企业,某西安其他商务服务业公司,,,北京,北京,大专,10年以上,25-35k,,,,https://www.liepin.com/a/75308541.shtml,20260506162458.0,,,,,,,
4834,猎聘,能源/化工/环保,矿山,BU HR负责人 - 强招聘 - 工业自动化,企业,某知名上市公司,1000-2000人,,北京,北京-石景山区,本科,10年以上,28-35k·15薪,,,,https://www.liepin.com/a/75210629.shtml,20260605104911.0,,,,,,,
4835,猎聘,能源/化工/环保,矿山,金属矿业总经理（北京、海外两地）,企业,内蒙古文华,1-49人,,北京,北京-朝阳区,统招本科,7年以上,70-80k,,,,https://www.liepin.com/job/1976862109.shtml,20260606101422.0,,,,,,,
4836,猎聘,能源/化工/环保,矿山,出海业务负责人,企业,某知名公司,100-499人,,北京,北京,本科,10年以上,90-120k,,,,https://www.liepin.com/a/75665411.shtml,20260514115051.0,,,,,,,
4837,猎聘,能源/化工/环保,矿山,锂矿贸易主管（矿企，北京岗位）,企业,某知名公司,1-49人,,北京,北京,学历不限,经验不限,17-28k·18薪,,,,https://www.liepin.com/a/75729315.shtml,20260608094158.0,,,,,,,
4838,猎聘,能源/化工/环保,矿山,法务专家,企业,某国内矿产开采上市公司,5000-10000人,,北京,北京,硕士,5-10年,30-45k·15薪,,,,https://www.liepin.com/a/75632283.shtml,20260608093818.0,,,,,,,
4839,猎聘,能源/化工/环保,矿山,锂盐采购专家,企业,某国内大型新能源公司,10000人以上,,北京,北京,统招本科,5-10年,20-25k,,,,https://www.liepin.com/a/75436895.shtml,20260601110514.0,,,,,,,
4840,猎聘,能源/化工/环保,矿山,矿业法务,企业,某国内矿产开采上市公司,5000-10000人,,北京,北京-昌平区,统招本科,经验不限,20-35k,,,,https://www.liepin.com/a/73180889.shtml,20260606185353.0,,,,,,,
4841,猎聘,能源/化工/环保,矿山,高级地质工程师,企业,河南发恩德矿业有限公司,1000-2000人,,北京,北京,本科,5-10年,16-24k·13薪,,,,https://www.liepin.com/job/1948640753.shtml,20260524144622.0,,,,,,,
4842,猎聘,能源/化工/环保,矿山,算法工程师,企业,某知名公司,10000人以上,,北京,北京-昌平区,统招本科,3-5年,30-60k·16薪,,,,https://www.liepin.com/a/76268141.shtml,20260601155125.0,,,,,,,
4843,猎聘,能源/化工/环保,矿山,产品经理,企业,某北京计算机软件公司,100-499人,,北京,北京,硕士,5-10年,25-35k,,,,https://www.liepin.com/a/76343441.shtml,20260603094951.0,,,,,,,
4844,猎聘,能源/化工/环保,矿山,选冶工程师（负责人）,企业,某知名公司,,,北京,北京,学历不限,经验不限,30-40k,,,,https://www.liepin.com/a/76322979.shtml,20260602161339.0,,,,,,,
4845,猎聘,能源/化工/环保,矿山,安全总监,企业,某知名公司,100-499人,,北京,北京,大专,5年以上,15-20k,,,,https://www.liepin.com/a/74859851.shtml,20260516110141.0,,,,,,,
4846,猎聘,能源/化工/环保,矿山,【勘查】地质工程师,企业,某国内机械/设备公司,50-99人,,北京,北京,统招本科,5-10年,27-35k,,,,https://www.liepin.com/a/74968931.shtml,20260608115411.0,,,,,,,
4847,猎聘,能源/化工/环保,矿山,机电机械工程师,企业,河南发恩德矿业有限公司,1000-2000人,,北京,北京-朝阳区,大专,5-10年,20-40k,,,,https://www.liepin.com/job/1973487559.shtml,20260524144605.0,,,,,,,
4848,猎聘,能源/化工/环保,矿山,建筑专业工程师(墙板、装修、设计方向),企业,某知名公司,5000-10000人,,北京,北京,本科,3-5年,35-60k,,,,https://www.liepin.com/a/76378729.shtml,20260603172928.0,,,,,,,
4849,猎聘,能源/化工/环保,矿山,调试工程师（液压元件、外企）,企业,某上海机械/设备公司,50-99人,,北京,北京,统招本科,3-5年,18-23k·14薪,,,,https://www.liepin.com/a/76210453.shtml,20260603150240.0,,,,,,,
4850,猎聘,能源/化工/环保,矿山,现场施工管理,企业,某知名公司,5000-10000人,,北京,北京,本科,3-5年,25-45k,,,,https://www.liepin.com/a/74078039.shtml,20260331134155.0,,,,,,,
4851,猎聘,能源/化工/环保,矿山,现场施工管理,企业,某知名公司,5000-10000人,,北京,北京,本科,3-5年,30-45k,,,,https://www.liepin.com/a/74078137.shtml,20260331134317.0,,,,,,,
4852,猎聘,能源/化工/环保,矿山,海外电站项目开发经理-新能源电站等，做海外市场,企业,某国内大型新能源公司,500-999人,,北京,北京,本科,10年以上,30-50k·16薪,,,,https://www.liepin.com/a/73660993.shtml,20260608090119.0,,,,,,,
4853,猎聘,能源/化工/环保,矿山,信息化工程师,企业,某知名公司,1-49人,,北京,北京,硕士,3-5年,20-25k,,,,https://www.liepin.com/a/76168891.shtml,20260608140607.0,,,,,,,
4854,猎聘,能源/化工/环保,矿山,控制算法工程师（重卡、矿车）,企业,某北京知名公司,10000人以上,,北京,北京,本科,经验不限,30-50k,,,,https://www.liepin.com/a/75923815.shtml,20260521170119.0,,,,,,,
4855,猎聘,能源/化工/环保,矿山,大客户销售经理（工程机械）,企业,山推,100-499人,,北京,北京-朝阳区,统招本科,5年以上,薪资面议,,,,https://www.liepin.com/job/1982211909.shtml,20260528171445.0,,,,,,,
4856,猎聘,能源/化工/环保,矿山,选矿工程师（金矿）,企业,某北京专业技术服务上市公司,1000-2000人,,北京,北京,学历不限,5-10年,30-35k,,,,https://www.liepin.com/a/76227657.shtml,20260602175509.0,,,,,,,
4857,猎聘,能源/化工/环保,矿山,造价工程师/央企直招,企业,某知名公司,10000人以上,,北京,北京-石景山区,硕士,5-10年,20-25k·15薪,,,,https://www.liepin.com/a/75595367.shtml,20260607155719.0,,,,,,,
4858,猎聘,能源/化工/环保,矿山,地质勘探,企业,某北京计算机软件公司,100-499人,,北京,北京,统招本科,经验不限,40-50k,,,,https://www.liepin.com/a/75402379.shtml,20260608113239.0,,,,,,,
4859,猎聘,能源/化工/环保,矿山,软硬件产品经理,企业,苏州蚁巢机器人有限公司,100-499人,,北京,北京-昌平区,本科,1年以上,20-30k,,,,https://www.liepin.com/job/1980855683.shtml,20260518154726.0,,,,,,,
4860,猎聘,能源/化工/环保,矿山,（工程机械类）海外营销经理（全球范围：不需要工作经验）,企业,某知名上市公司,10000人以上,,北京,北京,统招本科,1年以下,13-21k·13薪,,,,https://www.liepin.com/a/76053345.shtml,20260529152326.0,,,,,,,
4861,猎聘,能源/化工/环保,矿山,选矿负责人,企业,某知名公司,5000-10000人,,北京,北京,学历不限,经验不限,24-45k,,,,https://www.liepin.com/a/75656013.shtml,20260514101115.0,,,,,,,
4862,猎聘,能源/化工/环保,矿山,财务负责人,企业,某国内专业技术服务公司,100-499人,,北京,北京,本科,10年以上,25-30k,,,,https://www.liepin.com/a/75873671.shtml,20260526115659.0,,,,,,,
4863,猎聘,能源/化工/环保,矿山,安全管理岗位,企业,某知名公司,5000-10000人,,北京,北京,本科,3-5年,30-60k,,,,https://www.liepin.com/a/75826535.shtml,20260519153546.0,,,,,,,
4864,猎聘,能源/化工/环保,矿山,外派财务总监,企业,某国内大型石化公司,5000-10000人,,北京,北京,学历不限,5-10年,30-50k,,,,https://www.liepin.com/a/75863615.shtml,20260520132636.0,,,,,,,
4865,猎聘,能源/化工/环保,矿山,财务总监（央企-正式员工）,企业,某知名公司,5000-10000人,,北京,北京,本科,5-10年,50-80k,,,,https://www.liepin.com/a/75475413.shtml,20260509174050.0,,,,,,,
4866,猎聘,能源/化工/环保,矿山,安全总监,企业,河南发恩德矿业有限公司,1000-2000人,,北京,北京,大专,10年以上,30-50k,,,,https://www.liepin.com/job/1952701021.shtml,20260524144622.0,,,,,,,
4867,猎聘,能源/化工/环保,矿山,法务专家（矿业领域）,企业,某国内矿产开采上市公司,5000-10000人,,北京,北京-丰台区,硕士,5年以上,45-50k,,,,https://www.liepin.com/a/75617667.shtml,20260513122910.0,,,,,,,
4868,猎聘,能源/化工/环保,矿山,工程设备管理岗（驻俄罗斯）,企业,某知名公司,5000-10000人,,北京,北京,大专,经验不限,35-50k,,,,https://www.liepin.com/a/76350989.shtml,20260605191028.0,,,,,,,
4869,猎聘,能源/化工/环保,矿山,选矿工程师  36-42w  北京  招聘2人,企业,某北京专业技术服务公司,100-499人,,北京,北京,统招本科,10年以上,30-35k,,,,https://www.liepin.com/a/76255619.shtml,20260601133214.0,,,,,,,
4870,猎聘,能源/化工/环保,矿山,专业工程师（建筑结构设计）,企业,某知名公司,5000-10000人,,北京,北京,本科,3-5年,30-60k,,,,https://www.liepin.com/a/75866889.shtml,20260520141305.0,,,,,,,
4871,猎聘,能源/化工/环保,矿山,设备副总,企业,某国内矿产开采上市公司,10000人以上,,北京,北京,学历不限,经验不限,50-70k,,,,https://www.liepin.com/a/75653857.shtml,20260514095028.0,,,,,,,
4872,猎聘,能源/化工/环保,矿山,无线通信工程师,企业,北京源联科技有限公司,1-49人,,北京,北京-朝阳区,本科,3-5年,10-20k,,,,https://www.liepin.com/job/1983075979.shtml,20260602155520.0,,,,,,,
